nom_bacia;ena_data;ena_bruta_bacia_mwmed;ena_bruta_bacia_percentualmlt;ena_armazenavel_bacia_mwmed;ena_armazenavel_bacia_percentualmlt
AMAZONAS;2022-01-01;22223.50781250;127.71520233;20052.65820313;115.23960114
ARAGUARI;2022-01-01;428.04598999;169.07670593;323.75698853;127.88289642
CAPIVARI;2022-01-01;115.32900238;72.60019684;115.32900238;72.60019684
DOCE;2022-01-01;2007.64196777;121.89550018;1529.91894531;92.89019775
GRANDE;2022-01-01;4657.80517578;51.47259903;4657.80517578;51.47259903
IGUACU;2022-01-01;844.09197998;22.27359962;672.50799561;17.74589920
ITABAPOANA;2022-01-01;137.32000732;133.18040466;68.01799774;65.96749878
ITAJAI;2022-01-01;34.13499832;16.82589912;34.13499832;16.82589912
JACUI;2022-01-01;92.51599884;16.70409966;85.43399811;15.42539978
JEQUITINHONHA;2022-01-01;3226.69897461;310.42150879;2202.10400391;211.85130310
MUCURI;2022-01-01;150.72200012;200.78460693;66.21600342;88.20980072
PARAGUACU;2022-01-01;691.47198486;473.48709106;376.63598633;257.90240479
PARAGUAI;2022-01-01;740.01098633;117.10289764;713.48297119;112.90489960
PARAIBA DO SUL;2022-01-01;1680.91894531;103.43959808;1512.28503418;93.06230164
PARANA;2022-01-01;13222.82031250;59.04560089;13212.37792969;58.99890137
PARANAIBA;2022-01-01;6516.61621094;72.77079773;6507.93896484;72.67389679
PARANAPANEMA;2022-01-01;808.45098877;33.55110168;776.96899414;32.24459839
PARNAIBA;2022-01-01;674.24102783;281.04431152;279.19100952;116.37539673
SAO FRANCISCO;2022-01-01;13492.65625000;100.58329773;13425.06738281;100.07939911
TIETE;2022-01-01;1257.77600098;67.66560364;1257.77600098;67.66560364
TOCANTINS;2022-01-01;29602.88867188;211.56979370;22538.31640625;161.07980347
URUGUAI;2022-01-01;464.22500610;18.98399925;218.02200317;8.91580009
AMAZONAS;2022-01-02;22681.67578125;130.34820557;20875.17968750;119.96659851
ARAGUARI;2022-01-02;487.83700562;192.69389343;335.49398804;132.51899719
CAPIVARI;2022-01-02;100.65100098;63.36029816;100.65100098;63.36029816
DOCE;2022-01-02;2415.37304688;146.65119934;1559.40405273;94.68039703
GRANDE;2022-01-02;5522.08593750;61.02360153;5522.08593750;61.02360153
IGUACU;2022-01-02;844.88800049;22.29459953;732.54199219;19.33009911
ITABAPOANA;2022-01-02;111.05300140;107.70520020;67.10500336;65.08209991
ITAJAI;2022-01-02;34.89400101;17.20009995;34.89400101;17.20009995
JACUI;2022-01-02;95.34300232;17.21450043;88.26100159;15.93579960
JEQUITINHONHA;2022-01-02;3055.71801758;293.97241211;2387.19311523;229.65759277
MUCURI;2022-01-02;117.14900208;156.06030273;58.26399994;77.61650085
PARAGUACU;2022-01-02;735.91900635;503.92230225;403.06500244;275.99969482
PARAGUAI;2022-01-02;700.67901611;110.87879944;674.15197754;106.68099976
PARAIBA DO SUL;2022-01-02;1665.96997070;102.51969910;1501.69201660;92.41040039
PARANA;2022-01-02;12910.48925781;57.65090179;12908.64648438;57.64260101
PARANAIBA;2022-01-02;7756.28320313;86.61409760;7742.57519531;86.46099854
PARANAPANEMA;2022-01-02;812.89202881;33.73540115;812.89202881;33.73540115
PARNAIBA;2022-01-02;615.99700928;256.76638794;220.94799805;92.09790039
SAO FRANCISCO;2022-01-02;13890.83105469;103.55149841;13809.18945313;102.94290161
TIETE;2022-01-02;1285.42602539;69.15309906;1285.42602539;69.15309906
TOCANTINS;2022-01-02;31809.52148438;227.34039307;25326.64453125;181.00779724
URUGUAI;2022-01-02;471.49398804;19.28120041;230.87699890;9.44149971
AMAZONAS;2022-01-03;23243.27734375;133.57569885;21849.38867188;125.56520081
ARAGUARI;2022-01-03;568.45898438;224.53930664;315.10900879;124.46700287
CAPIVARI;2022-01-03;89.14900208;56.11970139;89.14900208;56.11970139
DOCE;2022-01-03;2385.43798828;144.83369446;1465.73205566;88.99299622
GRANDE;2022-01-03;6562.38281250;72.51979828;6556.38085938;72.45349884
IGUACU;2022-01-03;885.05999756;23.35470009;845.63500977;22.31430054
ITABAPOANA;2022-01-03;101.16400146;98.11430359;63.97800064;62.04930115
ITAJAI;2022-01-03;35.31700134;17.40859985;35.31700134;17.40859985
JACUI;2022-01-03;118.38400269;21.37459946;111.30200195;20.09589958
JEQUITINHONHA;2022-01-03;2520.75610352;242.50689697;2139.66088867;205.84399414
MUCURI;2022-01-03;97.01100159;129.23339844;68.24299622;90.91010284
PARAGUACU;2022-01-03;735.58697510;503.69488525;295.57598877;202.39639282
PARAGUAI;2022-01-03;673.10601807;106.51550293;646.57800293;102.31759644
PARAIBA DO SUL;2022-01-03;1657.98095703;102.02799988;1524.77099609;93.83059692
PARANA;2022-01-03;12784.17285156;57.08679962;12782.33007813;57.07860184
PARANAIBA;2022-01-03;8634.40820313;96.42009735;8629.29687500;96.36299896
PARANAPANEMA;2022-01-03;785.87597656;32.61420059;784.33001709;32.54999924
PARNAIBA;2022-01-03;712.60699463;297.03640747;260.04000854;108.39260101
SAO FRANCISCO;2022-01-03;14446.00781250;107.69020081;14396.48730469;107.32099915
TIETE;2022-01-03;1330.68603516;71.58789825;1325.18005371;71.29170227
TOCANTINS;2022-01-03;32244.87500000;230.45190430;24820.24218750;177.38850403
URUGUAI;2022-01-03;492.99398804;20.16040039;326.39001465;13.34739971
AMAZONAS;2022-01-04;23724.10156250;136.33889771;22177.35937500;127.44999695
ARAGUARI;2022-01-04;629.31799316;248.57839966;290.00900269;114.55249786
CAPIVARI;2022-01-04;90.41999817;56.91979980;90.41999817;56.91979980
DOCE;2022-01-04;2412.31591797;146.46560669;1377.73205566;83.65000153
GRANDE;2022-01-04;7554.48583984;83.48329926;7554.48583984;83.48329926
IGUACU;2022-01-04;944.83697510;24.93199921;903.17297363;23.83259964
ITABAPOANA;2022-01-04;99.67700195;96.67209625;60.79999924;58.96709824
ITAJAI;2022-01-04;35.86399841;17.67819977;35.86399841;17.67819977
JACUI;2022-01-04;137.13600159;24.76029968;130.05400085;23.48170090
JEQUITINHONHA;2022-01-04;1978.37097168;190.32730103;1745.99597168;167.97189331
MUCURI;2022-01-04;78.09200287;104.03040314;68.65200043;91.45490265
PARAGUACU;2022-01-04;605.48999023;414.61068726;133.23599243;91.23370361
PARAGUAI;2022-01-04;652.62597656;103.27459717;608.41400146;96.27829742
PARAIBA DO SUL;2022-01-04;1667.68395996;102.62509918;1546.84399414;95.18890381
PARANA;2022-01-04;12847.31835938;57.36880112;12845.47558594;57.36059952
PARANAIBA;2022-01-04;8918.80468750;99.59590149;8918.80468750;99.59590149
PARANAPANEMA;2022-01-04;795.06701660;32.99560165;795.06701660;32.99560165
PARNAIBA;2022-01-04;733.36602783;305.68939209;199.82200623;83.29190063
SAO FRANCISCO;2022-01-04;15258.16992188;113.74459839;15171.17382813;113.09600067
TIETE;2022-01-04;1581.38598633;85.07499695;1572.50598145;84.59729767
TOCANTINS;2022-01-04;34826.72656250;248.90420532;25677.48632813;183.51519775
URUGUAI;2022-01-04;553.77899170;22.64620018;417.18899536;17.06049919
AMAZONAS;2022-01-05;24046.79101563;138.19329834;22388.59375000;128.66389465
ARAGUARI;2022-01-05;714.11297607;282.07211304;248.95199585;98.33519745
CAPIVARI;2022-01-05;231.16600037;145.52009583;231.16600037;145.52009583
DOCE;2022-01-05;2170.67504883;131.79420471;1282.56201172;77.87169647
GRANDE;2022-01-05;8553.77929688;94.52639771;8547.02734375;94.45169830
IGUACU;2022-01-05;972.57397461;25.66390038;932.01098633;24.59359932
ITABAPOANA;2022-01-05;100.94499969;97.90190125;56.99700165;55.27880096
ITAJAI;2022-01-05;50.02999878;24.66090012;50.02999878;24.66090012
JACUI;2022-01-05;163.11099243;29.45019913;156.02900696;28.17149925
JEQUITINHONHA;2022-01-05;2054.71899414;197.67230225;1988.22399902;191.27520752
MUCURI;2022-01-05;63.64899826;84.79019928;63.64899826;84.79019928
PARAGUACU;2022-01-05;555.98797607;380.71411133;83.73500061;57.33769989
PARAGUAI;2022-01-05;636.49401855;100.72180176;564.98602295;89.40609741
PARAIBA DO SUL;2022-01-05;1660.42797852;102.17859650;1548.52697754;95.29250336
PARANA;2022-01-05;13106.68945313;58.52700043;13104.84570313;58.51879883
PARANAIBA;2022-01-05;9230.24316406;103.07369995;9226.06347656;103.02709961
PARANAPANEMA;2022-01-05;821.09600830;34.07580185;811.38299561;33.67269897
PARNAIBA;2022-01-05;678.15301514;282.67489624;144.60899353;60.27750015
SAO FRANCISCO;2022-01-05;15745.19824219;117.37519836;15636.78808594;116.56700134
TIETE;2022-01-05;1885.34301758;101.42729950;1873.32104492;100.78050232
TOCANTINS;2022-01-05;35801.40625000;255.87019348;24953.65429688;178.34199524
URUGUAI;2022-01-05;624.64398193;25.54409981;473.75500488;19.37369919
AMAZONAS;2022-01-06;23915.36523438;137.43809509;22272.25390625;127.99530029
ARAGUARI;2022-01-06;820.59100342;324.13061523;267.07199097;105.49250031
CAPIVARI;2022-01-06;202.19099426;127.28019714;202.19099426;127.28019714
DOCE;2022-01-06;1869.90100098;113.53240204;1201.69494629;72.96179962
GRANDE;2022-01-06;9413.04882813;104.02200317;9413.04882813;104.02200317
IGUACU;2022-01-06;961.17602539;25.36319923;923.12298584;24.35899925
ITABAPOANA;2022-01-06;86.03600311;83.44239807;57.30099869;55.57360077
ITAJAI;2022-01-06;93.19699860;45.93889999;93.19699860;45.93889999
JACUI;2022-01-06;150.73300171;27.21529961;143.65100098;25.93659973
JEQUITINHONHA;2022-01-06;1997.73596191;192.19030762;1936.96105957;186.34350586
MUCURI;2022-01-06;63.68500137;84.83809662;63.68500137;84.83809662
PARAGUACU;2022-01-06;414.83401489;284.05859375;10.85799980;7.43499994
PARAGUAI;2022-01-06;615.90600586;97.46389771;520.57501221;82.37830353
PARAIBA DO SUL;2022-01-06;1620.07104492;99.69509888;1545.91101074;95.13150024
PARANA;2022-01-06;13529.59179688;60.41540146;13527.75000000;60.40719986
PARANAIBA;2022-01-06;9658.01757813;107.85070038;9654.18457031;107.80789948
PARANAPANEMA;2022-01-06;905.18798828;37.56570053;905.18798828;37.56570053
PARNAIBA;2022-01-06;670.42297363;279.45278931;136.87899780;57.05540085
SAO FRANCISCO;2022-01-06;16311.48632813;121.59670258;16236.53613281;121.03800201
TIETE;2022-01-06;1902.60998535;102.35620117;1889.35205078;101.64289856
TOCANTINS;2022-01-06;35442.55468750;253.30549622;23820.34765625;170.24240112
URUGUAI;2022-01-06;686.32598877;28.06649971;536.03997803;21.92079926
AMAZONAS;2022-01-07;23723.84960938;136.33740234;22091.77343750;126.95809937
ARAGUARI;2022-01-07;908.28100586;358.76779175;296.90200806;117.27529907
CAPIVARI;2022-01-07;195.58200073;123.11979675;195.58200073;123.11979675
DOCE;2022-01-07;1918.02099609;116.45410156;1129.45202637;68.57550049
GRANDE;2022-01-07;10400.13867188;114.93019867;10384.15917969;114.75360107
IGUACU;2022-01-07;933.38397217;24.62980080;908.20202637;23.96529961
ITABAPOANA;2022-01-07;94.58899689;91.73750305;65.85399628;63.86880112
ITAJAI;2022-01-07;107.30999756;52.89559937;107.30999756;52.89559937
JACUI;2022-01-07;134.23800659;24.23710060;127.15599823;22.95840073
JEQUITINHONHA;2022-01-07;2044.62194824;196.70089722;1901.62194824;182.94369507
MUCURI;2022-01-07;67.26799774;89.61119843;62.32300186;83.02369690
PARAGUACU;2022-01-07;267.90399170;183.44790649;83.93399811;57.47399902
PARAGUAI;2022-01-07;574.75201416;90.95149994;510.64401245;80.80670166
PARAIBA DO SUL;2022-01-07;1997.12194824;122.89790344;1658.43298340;102.05580139
PARANA;2022-01-07;14111.28125000;63.01290131;14109.43945313;63.00469971
PARANAIBA;2022-01-07;10460.65039063;116.81359863;10453.33007813;116.73190308
PARANAPANEMA;2022-01-07;993.35302734;41.22460175;993.35302734;41.22460175
PARNAIBA;2022-01-07;699.78997803;291.69390869;166.24600220;69.29640198
SAO FRANCISCO;2022-01-07;16852.95898438;125.63320160;16805.11132813;125.27649689
TIETE;2022-01-07;2095.06103516;112.70960236;2087.60205078;112.30829620
TOCANTINS;2022-01-07;34884.32812500;249.31590271;22430.03515625;160.30589294
URUGUAI;2022-01-07;714.76202393;29.22940063;561.72900391;22.97130013
AMAZONAS;2022-01-08;23635.50976563;135.82980347;21740.03710938;124.93679810
ARAGUARI;2022-01-08;952.93701172;376.40679932;341.87899780;135.04100037
CAPIVARI;2022-01-08;180.96800232;113.92019653;180.96800232;113.92019653
DOCE;2022-01-08;2439.08203125;148.09069824;1161.31396484;70.51010132
GRANDE;2022-01-08;11621.56640625;128.42799377;11534.26074219;127.46320343
IGUACU;2022-01-08;928.58801270;24.50329971;896.13098145;23.64679909
ITABAPOANA;2022-01-08;164.12800598;159.18020630;52.56800079;50.98329926
ITAJAI;2022-01-08;75.34500122;37.13930130;75.34500122;37.13930130
JACUI;2022-01-08;110.53299713;19.95709991;102.68299866;18.53969955
JEQUITINHONHA;2022-01-08;2011.41003418;193.50579834;1806.92004395;173.83299255
MUCURI;2022-01-08;70.19400024;93.50910187;59.85499954;79.73600006
PARAGUACU;2022-01-08;222.06300354;152.05819702;72.23200226;49.46099854
PARAGUAI;2022-01-08;563.91198730;89.23609924;515.27801514;81.54000092
PARAIBA DO SUL;2022-01-08;2197.58593750;135.23399353;1622.33398438;99.83439636
PARANA;2022-01-08;15039.13476563;67.15619659;15037.29199219;67.14800262
PARANAIBA;2022-01-08;11766.55566406;131.39660645;11695.86523438;130.60719299
PARANAPANEMA;2022-01-08;1093.36596680;45.37519836;1093.36596680;45.37519836
PARNAIBA;2022-01-08;727.29199219;303.15759277;193.74800110;80.76010132
SAO FRANCISCO;2022-01-08;16787.73632813;125.14700317;16716.80078125;124.61820221
TIETE;2022-01-08;2235.40600586;120.25990295;2230.25610352;119.98280334
TOCANTINS;2022-01-08;34860.41015625;249.14489746;21824.75585938;155.97999573
URUGUAI;2022-01-08;701.30603027;28.67910004;479.50299072;19.60869980
AMAZONAS;2022-01-09;23595.19140625;135.59809875;20397.22070313;117.21980286
ARAGUARI;2022-01-09;959.98199463;379.18951416;267.47698975;105.65249634
CAPIVARI;2022-01-09;165.33599854;104.07980347;165.33599854;104.07980347
DOCE;2022-01-09;4464.91503906;271.09069824;1600.52502441;97.17710114
GRANDE;2022-01-09;12650.29492188;139.79629517;12511.17382813;138.25889587
IGUACU;2022-01-09;929.20898438;24.51959991;797.79400635;21.05190086
ITABAPOANA;2022-01-09;302.29299927;293.18011475;40.29700089;39.08219910
ITAJAI;2022-01-09;51.28200150;25.27809906;51.28200150;25.27809906
JACUI;2022-01-09;101.78199768;18.37709999;93.93299866;16.95989990
JEQUITINHONHA;2022-01-09;2008.63098145;193.23840332;1897.09094238;182.50779724
MUCURI;2022-01-09;118.03900146;157.24589539;79.38200378;105.74890137
PARAGUACU;2022-01-09;179.76899719;123.09719849;51.74900055;35.43519974
PARAGUAI;2022-01-09;542.88702393;85.90899658;507.51800537;80.31210327
PARAIBA DO SUL;2022-01-09;2107.90991211;129.71549988;1438.01599121;88.49189758
PARANA;2022-01-09;16298.16992188;72.77829742;16296.32714844;72.77010345
PARANAIBA;2022-01-09;12883.76074219;143.87240601;12798.84863281;142.92419434
PARANAPANEMA;2022-01-09;1084.63098145;45.01269913;1078.20300293;44.74589920
PARNAIBA;2022-01-09;705.25402832;293.97149658;171.71000671;71.57399750
SAO FRANCISCO;2022-01-09;16696.72851563;124.46849823;16500.02734375;123.00219727
TIETE;2022-01-09;2038.97497559;109.69229889;2033.82397461;109.41519928
TOCANTINS;2022-01-09;35635.90625000;254.68730164;21886.70312500;156.42269897
URUGUAI;2022-01-09;647.77899170;26.49020004;408.26400757;16.69549942
AMAZONAS;2022-01-10;23584.59960938;135.53720093;21686.40234375;124.62850189
ARAGUARI;2022-01-10;927.56896973;366.38650513;337.42199707;133.28050232
CAPIVARI;2022-01-10;139.53799438;87.83989716;139.53799438;87.83989716
DOCE;2022-01-10;6658.99511719;404.30590820;1880.03295898;114.14759827
GRANDE;2022-01-10;13684.64941406;151.22669983;13561.13476563;149.86180115
IGUACU;2022-01-10;956.37097168;25.23640060;879.14599609;23.19860077
ITABAPOANA;2022-01-10;435.69198608;422.55758667;19.87800026;19.27879906
ITAJAI;2022-01-10;41.96799850;20.68700027;41.96799850;20.68700027
JACUI;2022-01-10;100.09799957;18.07299995;93.01599884;16.79430008
JEQUITINHONHA;2022-01-10;2140.62988281;205.93730164;2110.60009766;203.04829407
MUCURI;2022-01-10;160.61999512;213.97030640;59.48199844;79.23909760
PARAGUACU;2022-01-10;148.41799927;101.62960052;95.31400299;65.26650238
PARAGUAI;2022-01-10;537.76000977;85.09770203;510.99600220;80.86239624
PARAIBA DO SUL;2022-01-10;2183.08593750;134.34170532;1428.21496582;87.88880157
PARANA;2022-01-10;17655.77734375;78.84059906;17653.93554688;78.83239746
PARANAIBA;2022-01-10;13982.65234375;156.14370728;13909.69726563;155.32899475
PARANAPANEMA;2022-01-10;1083.81896973;44.97900009;1083.81896973;44.97900009
PARNAIBA;2022-01-10;681.86901855;284.22390747;148.32499695;61.82640076
SAO FRANCISCO;2022-01-10;17546.46093750;130.80299377;17309.56445313;129.03700256
TIETE;2022-01-10;1659.13500977;89.25779724;1653.98498535;88.98069763
TOCANTINS;2022-01-10;38342.77343750;274.03311157;23685.19921875;169.27650452
URUGUAI;2022-01-10;590.30297852;24.13979912;416.54199219;17.03400040
AMAZONAS;2022-01-11;23598.14453125;135.61500549;21636.81445313;124.34359741
ARAGUARI;2022-01-11;846.79602051;334.48150635;276.32998657;109.14939880
CAPIVARI;2022-01-11;130.19799805;81.96029663;130.19799805;81.96029663
DOCE;2022-01-11;7080.59814453;429.90380859;1676.81896973;101.80930328
GRANDE;2022-01-11;14635.75585938;161.73730469;14454.07421875;159.72950745
IGUACU;2022-01-11;1013.03100586;26.73150063;962.33697510;25.39380074
ITABAPOANA;2022-01-11;423.77499390;410.99990845;26.55500031;25.75449944
ITAJAI;2022-01-11;39.72800064;19.58279991;39.72800064;19.58279991
JACUI;2022-01-11;100.79199982;18.19829941;93.70999908;16.91959953
JEQUITINHONHA;2022-01-11;2508.25390625;241.30419922;2393.13891602;230.22970581
MUCURI;2022-01-11;154.58799744;205.93469238;67.38500214;89.76709747
PARAGUACU;2022-01-11;153.49200439;105.10399628;100.38700104;68.74019623
PARAGUAI;2022-01-11;535.99597168;84.81860352;511.67898560;80.97049713
PARAIBA DO SUL;2022-01-11;2320.51904297;142.79899597;1415.18896484;87.08719635
PARANA;2022-01-11;18733.66992188;83.65390015;18731.82617188;83.64569855
PARANAIBA;2022-01-11;15712.69335938;175.46299744;15616.76464844;174.39179993
PARANAPANEMA;2022-01-11;1163.48901367;48.28530121;1163.48901367;48.28530121
PARNAIBA;2022-01-11;672.39001465;280.27270508;138.84599304;57.87530136
SAO FRANCISCO;2022-01-11;18975.12109375;141.45320129;18548.50781250;138.27290344
TIETE;2022-01-11;1934.08605957;104.04949951;1928.93603516;103.77249908
TOCANTINS;2022-01-11;39857.96093750;284.86209106;24394.03906250;174.34249878
URUGUAI;2022-01-11;534.11700439;21.84210014;388.50299072;15.88739967
AMAZONAS;2022-01-12;23591.03125000;135.57420349;21750.77734375;124.99849701
ARAGUARI;2022-01-12;722.34698486;285.32458496;333.96899414;131.91659546
CAPIVARI;2022-01-12;118.18800354;74.39990234;118.18800354;74.39990234
DOCE;2022-01-12;6322.61621094;383.88238525;1250.15698242;75.90419769
GRANDE;2022-01-12;15215.30957031;168.14179993;14974.18457031;165.47720337
IGUACU;2022-01-12;1050.39904785;27.71759987;996.85101318;26.30459976
ITABAPOANA;2022-01-12;306.94198608;297.68890381;51.70600128;50.14730072
ITAJAI;2022-01-12;40.99800110;20.20890045;40.99800110;20.20890045
JACUI;2022-01-12;95.88999939;17.31320000;88.80799866;16.03459930
JEQUITINHONHA;2022-01-12;2403.66796875;231.24259949;2129.10791016;204.82879639
MUCURI;2022-01-12;130.78700256;174.22819519;78.19499969;104.16760254
PARAGUACU;2022-01-12;177.75900269;121.72090149;124.65399933;85.35710144
PARAGUAI;2022-01-12;536.85900879;84.95510101;512.54199219;81.10710144
PARAIBA DO SUL;2022-01-12;2285.98608398;140.67390442;1431.66296387;88.10099792
PARANA;2022-01-12;19985.12500000;89.24220276;19983.28320313;89.23390198
PARANAIBA;2022-01-12;17253.85937500;192.67309570;16976.85937500;189.57989502
PARANAPANEMA;2022-01-12;1159.86303711;48.13479996;1159.86303711;48.13479996
PARNAIBA;2022-01-12;666.78198242;277.93521118;8.36600018;3.48720002
SAO FRANCISCO;2022-01-12;19938.31054688;148.63349915;19312.27343750;143.96659851
TIETE;2022-01-12;1460.48901367;78.57109833;1452.56994629;78.14499664
TOCANTINS;2022-01-12;41403.12500000;295.90521240;24662.69140625;176.26249695
URUGUAI;2022-01-12;490.79000854;20.07029915;359.47799683;14.70049953
AMAZONAS;2022-01-13;23503.99804688;135.07400513;21611.43750000;124.19770050
ARAGUARI;2022-01-13;610.74401855;241.24180603;323.72698975;127.87100220
CAPIVARI;2022-01-13;105.60700226;66.48010254;105.60700226;66.48010254
DOCE;2022-01-13;4795.00976563;291.13259888;964.76397705;58.57640076
GRANDE;2022-01-13;15346.00878906;169.58610535;15082.19335938;166.67080688
IGUACU;2022-01-13;1080.56896973;28.51370049;1035.08496094;27.31349945
ITABAPOANA;2022-01-13;216.91600037;210.37690735;52.95700073;51.36059952
ITAJAI;2022-01-13;37.73400116;18.60000038;37.73400116;18.60000038
JACUI;2022-01-13;92.51499939;16.70389938;85.43299866;15.42520046
JEQUITINHONHA;2022-01-13;2005.69702148;192.95620728;1903.45202637;183.11979675
MUCURI;2022-01-13;109.77200317;146.23300171;60.32699966;80.36470032
PARAGUACU;2022-01-13;198.56500244;135.96780396;117.01100159;80.12359619
PARAGUAI;2022-01-13;531.94299316;84.17720032;507.62600708;80.32910156
PARAIBA DO SUL;2022-01-13;2244.26391602;138.10639954;1385.04296875;85.23210144
PARANA;2022-01-13;21289.00195313;95.06449890;21287.15820313;95.05629730
PARANAIBA;2022-01-13;17763.12304688;198.36010742;17452.34179688;194.88960266
PARANAPANEMA;2022-01-13;1140.04895020;47.31250000;1131.05505371;46.93930054
PARNAIBA;2022-01-13;667.85302734;278.38159180;9.81599998;4.09159994
SAO FRANCISCO;2022-01-13;19872.77929688;148.14489746;19126.26562500;142.57989502
TIETE;2022-01-13;1443.99304199;77.68360138;1438.84301758;77.40660095
TOCANTINS;2022-01-13;42531.20312500;303.96749878;24671.66601563;176.32670593
URUGUAI;2022-01-13;463.69699097;18.96240044;370.36599731;15.14570045
AMAZONAS;2022-01-14;23428.87304688;134.64230347;20948.28515625;120.38670349
ARAGUARI;2022-01-14;615.82702637;243.24949646;219.12300110;86.55280304
CAPIVARI;2022-01-14;112.08799744;70.55989838;112.08799744;70.55989838
DOCE;2022-01-14;3369.81298828;204.60069275;697.78497314;42.36650085
GRANDE;2022-01-14;15171.06054688;167.65280151;14927.55664063;164.96189880
IGUACU;2022-01-14;1143.67102051;30.17880058;1115.13195801;29.42569923
ITABAPOANA;2022-01-14;169.16499329;164.06539917;49.15399933;47.67219925
ITAJAI;2022-01-14;35.89899826;17.69540024;35.89899826;17.69540024
JACUI;2022-01-14;77.04299927;13.91040039;69.96099854;12.63169956
JEQUITINHONHA;2022-01-14;1835.03405762;176.53770447;1835.03405762;176.53770447
MUCURI;2022-01-14;90.67800140;120.79689789;62.35900116;83.07170105
PARAGUACU;2022-01-14;241.77900696;165.55870056;136.51699829;93.48030090
PARAGUAI;2022-01-14;522.12701416;82.62390137;497.80999756;78.77580261
PARAIBA DO SUL;2022-01-14;2041.89501953;125.65309906;1441.75500488;88.72200012
PARANA;2022-01-14;22622.87890625;101.02089691;22621.03515625;101.01260376
PARANAIBA;2022-01-14;16511.39648438;184.38209534;16210.13183594;181.01789856
PARANAPANEMA;2022-01-14;1117.56298828;46.37929916;1095.99694824;45.48440170
PARNAIBA;2022-01-14;684.99902344;285.52859497;98.85700226;41.20660019
SAO FRANCISCO;2022-01-14;19402.94921875;144.64250183;17915.52148438;133.55419922
TIETE;2022-01-14;1386.73596191;74.60330200;1381.40795898;74.31670380
TOCANTINS;2022-01-14;42284.68359375;302.20568848;22714.80468750;162.34109497
URUGUAI;2022-01-14;449.69000244;18.38960075;321.78201294;13.15890026
AMAZONAS;2022-01-15;23231.58007813;133.50840759;20973.03906250;120.52890015
ARAGUARI;2022-01-15;644.62402344;254.62420654;343.50601196;135.68370056
CAPIVARI;2022-01-15;140.49099731;88.43979645;140.49099731;88.43979645
DOCE;2022-01-15;2663.32495117;161.70579529;685.22100830;41.60369873
GRANDE;2022-01-15;14711.12695313;162.57020569;14491.55859375;160.14379883
IGUACU;2022-01-15;1243.55297852;32.81439972;1214.45397949;32.04660034
ITABAPOANA;2022-01-15;139.92300415;135.70489502;55.40800095;53.73770142
ITAJAI;2022-01-15;35.56399918;17.53030014;35.56399918;17.53030014
JACUI;2022-01-15;80.15299988;14.47189999;72.30400085;13.05469990
JEQUITINHONHA;2022-01-15;1598.56396484;153.78829956;1542.79394531;148.42300415
MUCURI;2022-01-15;70.42800140;93.82080078;60.08900070;80.04769897
PARAGUACU;2022-01-15;290.41699219;198.86369324;165.24099731;113.14920044
PARAGUAI;2022-01-15;512.55798340;81.10959625;488.24099731;77.26159668
PARAIBA DO SUL;2022-01-15;1897.68798828;116.77899933;1583.21801758;97.42729950
PARANA;2022-01-15;23684.04882813;105.75939941;23682.20507813;105.75119781
PARANAIBA;2022-01-15;14661.09082031;163.71980286;14345.03222656;160.19039917
PARANAPANEMA;2022-01-15;1103.52404785;45.79669952;1089.91796875;45.23210144
PARNAIBA;2022-01-15;689.17999268;287.27130127;124.22899628;51.78250122
SAO FRANCISCO;2022-01-15;19068.66015625;142.15049744;17031.75585938;126.96610260
TIETE;2022-01-15;1301.79296875;70.03359985;1296.28698730;69.73739624
TOCANTINS;2022-01-15;40909.85156250;292.37991333;20268.66406250;144.85870361
URUGUAI;2022-01-15;479.88198853;19.62420082;383.31500244;15.67520046
AMAZONAS;2022-01-16;23151.33984375;133.04730225;20111.51367188;115.57790375
ARAGUARI;2022-01-16;619.88397217;244.85200500;311.08898926;122.87909698
CAPIVARI;2022-01-16;187.57600403;118.08000183;187.57600403;118.08000183
DOCE;2022-01-16;2239.97412109;136.00169373;732.76098633;44.49010086
GRANDE;2022-01-16;14050.95996094;155.27479553;13859.76464844;153.16189575
IGUACU;2022-01-16;1457.82897949;38.46870041;1377.80603027;36.35710144
ITABAPOANA;2022-01-16;123.01999664;119.31140137;58.78900146;57.01670074
ITAJAI;2022-01-16;52.76399994;26.00860023;52.76399994;26.00860023
JACUI;2022-01-16;81.17600250;14.65660000;73.32599640;13.23919964
JEQUITINHONHA;2022-01-16;1325.53002930;127.52140045;1304.07995605;125.45780182
MUCURI;2022-01-16;56.67699814;75.50240326;56.67699814;75.50240326
PARAGUACU;2022-01-16;300.25100708;205.59759521;141.88499451;97.15609741
PARAGUAI;2022-01-16;503.64401245;79.69899750;479.32699585;75.85099792
PARAIBA DO SUL;2022-01-16;1869.49096680;115.04380035;1580.09399414;97.23509979
PARANA;2022-01-16;24280.58789063;108.42330170;24278.74414063;108.41500092
PARANAIBA;2022-01-16;12825.44140625;143.22120667;12506.52343750;139.65980530
PARANAPANEMA;2022-01-16;1119.18298340;46.44660187;1093.94604492;45.39920044
PARNAIBA;2022-01-16;630.20599365;262.68920898;119.36599731;49.75540161
SAO FRANCISCO;2022-01-16;18685.85742188;139.29679871;16348.05859375;121.86930084
TIETE;2022-01-16;1336.38403320;71.89450073;1330.70104980;71.58879852
