nom_bacia;ena_data;ena_bruta_bacia_mwmed;ena_bruta_bacia_percentualmlt;ena_armazenavel_bacia_mwmed;ena_armazenavel_bacia_percentualmlt
PARANAIBA;2022-10-29;1233.30395508;48.99580002;1217.27600098;48.35910034
PARANAPANEMA;2022-10-29;1909.49096680;109.17250061;1770.96997070;101.25279999
PARNAIBA;2022-10-29;112.47200012;106.15370178;112.47200012;106.15370178
SAO FRANCISCO;2022-10-29;1985.77001953;62.67869949;1985.77001953;62.67869949
TIETE;2022-10-29;445.68499756;53.57960129;439.29098511;52.81090164
TOCANTINS;2022-10-29;2038.67395020;77.73030090;2038.67395020;77.73030090
URUGUAI;2022-10-29;4149.14013672;76.50830078;3738.35009766;68.93360138
AMAZONAS;2022-10-30;3950.59497070;110.97830200;3453.88500977;97.02490234
ARAGUARI;2022-10-30;121.01499939;93.66680145;121.01499939;93.66680145
CAPIVARI;2022-10-30;136.74200439;107.59970093;136.74200439;107.59970093
DOCE;2022-10-30;320.90301514;63.28139877;299.63000488;59.08639908
GRANDE;2022-10-30;1714.22302246;64.22899628;1714.22302246;64.22899628
IGUACU;2022-10-30;9222.14648438;158.34550476;3483.04589844;59.80440140
ITABAPOANA;2022-10-30;31.08499908;96.79070282;31.08499908;96.79070282
ITAJAI;2022-10-30;293.70498657;98.51480103;214.32099915;71.88770294
JACUI;2022-10-30;310.83401489;24.63489914;300.85800171;23.84429932
JEQUITINHONHA;2022-10-30;55.20000076;26.43160057;55.20000076;26.43160057
MUCURI;2022-10-30;4.52600002;17.36030006;4.52600002;17.36030006
PARAGUACU;2022-10-30;4.21000004;13.05739975;4.21000004;13.05739975
PARAGUAI;2022-10-30;343.17001343;93.44349670;318.85299683;86.82209778
PARAIBA DO SUL;2022-10-30;681.64202881;88.32330322;679.49200439;88.04479980
PARANA;2022-10-30;10644.23828125;103.56259918;10642.08789063;103.54170227
PARANAIBA;2022-10-30;1264.06994629;50.21810150;1250.01403809;49.65969849
PARANAPANEMA;2022-10-30;1968.33496094;112.53690338;1716.47900391;98.13729858
PARNAIBA;2022-10-30;110.17500305;103.98580170;110.17500305;103.98580170
SAO FRANCISCO;2022-10-30;1941.70996094;61.28799820;1941.70996094;61.28799820
TIETE;2022-10-30;529.27398682;63.62850189;522.88000488;62.85979843
TOCANTINS;2022-10-30;2146.94604492;81.85849762;2146.94604492;81.85849762
URUGUAI;2022-10-30;3990.77807617;73.58820343;3447.69604492;63.57400131
AMAZONAS;2022-10-31;3939.44995117;110.66519928;3903.82495117;109.66439819
ARAGUARI;2022-10-31;119.41500092;92.42839813;119.41500092;92.42839813
CAPIVARI;2022-10-31;156.56700134;123.19960022;156.56700134;123.19960022
DOCE;2022-10-31;430.53900146;84.90139771;363.62701416;71.70649719
GRANDE;2022-10-31;1751.68896484;65.63279724;1751.68896484;65.63279724
IGUACU;2022-10-31;11551.67285156;198.34379578;5172.14501953;88.80650330
ITABAPOANA;2022-10-31;31.25399971;97.31690216;31.25399971;97.31690216
ITAJAI;2022-10-31;278.67498779;93.47339630;202.81900024;68.02970123
JACUI;2022-10-31;337.80801392;26.77269936;333.20498657;26.40789986
JEQUITINHONHA;2022-10-31;92.53199768;44.30730057;81.09200287;38.82949829
MUCURI;2022-10-31;4.40999985;16.91530037;4.40999985;16.91530037
PARAGUACU;2022-10-31;4.51399994;14.00030041;4.51399994;14.00030041
PARAGUAI;2022-10-31;344.95498657;93.92949677;320.63800049;87.30809784
PARAIBA DO SUL;2022-10-31;723.55499268;93.75420380;722.12200928;93.56849670
PARANA;2022-10-31;10330.52929688;100.51039886;10326.22851563;100.46859741
PARANAIBA;2022-10-31;1326.80102539;52.71020126;1322.62194824;52.54420090
PARANAPANEMA;2022-10-31;2439.90307617;139.49809265;1567.23205566;89.60440063
PARNAIBA;2022-10-31;106.04699707;100.08969879;106.04699707;100.08969879
SAO FRANCISCO;2022-10-31;1919.66003418;60.59199905;1919.66003418;60.59199905
TIETE;2022-10-31;1060.97595215;127.54889679;1054.58203125;126.78019714
TOCANTINS;2022-10-31;2245.43603516;85.61370087;2245.43603516;85.61370087
URUGUAI;2022-10-31;3905.10498047;72.00839996;3526.79296875;65.03250122
AMAZONAS;2022-11-01;3765.87988281;64.40670013;3722.43505859;63.66360092
ARAGUARI;2022-11-01;142.97599792;150.73330688;127.00000000;133.89050293
CAPIVARI;2022-11-01;203.52499390;165.01800537;203.52499390;165.01800537
DOCE;2022-11-01;507.57101440;58.15240097;419.58801270;48.07220078
GRANDE;2022-11-01;1863.76196289;50.06489944;1848.89599609;49.66550064
IGUACU;2022-11-01;11156.16015625;254.45170593;5537.96484375;126.31089783
ITABAPOANA;2022-11-01;30.32399940;47.86560059;30.32399940;47.86560059
ITAJAI;2022-11-01;246.83299255;123.82309723;185.08900452;92.84940338
JACUI;2022-11-01;407.53298950;48.20550156;402.92898560;47.66090012
JEQUITINHONHA;2022-11-01;129.14399719;21.49869919;114.12899780;18.99909973
MUCURI;2022-11-01;4.66099977;8.82789993;2.86299992;5.42250013
PARAGUACU;2022-11-01;4.80800009;5.38460016;4.80800009;5.38460016
PARAGUAI;2022-11-01;357.59201050;84.91989899;333.27600098;79.14540100
PARAIBA DO SUL;2022-11-01;824.05499268;79.36479950;821.19000244;79.08889771
PARANA;2022-11-01;11509.29296875;96.22209930;11507.75781250;96.20929718
PARANAIBA;2022-11-01;1410.66198730;35.85789871;1396.47998047;35.49739838
PARANAPANEMA;2022-11-01;3398.31689453;212.13879395;2595.52587891;162.02490234
PARNAIBA;2022-11-01;101.89600372;69.10320282;101.89600372;69.10320282
SAO FRANCISCO;2022-11-01;1920.26098633;37.61790085;1920.26098633;37.61790085
TIETE;2022-11-01;997.46801758;110.95929718;991.07397461;110.24810028
TOCANTINS;2022-11-01;2390.44604492;51.93930054;2390.44604492;51.93930054
URUGUAI;2022-11-01;3437.26391602;98.74359894;3262.73510742;93.72989655
AMAZONAS;2022-11-02;3613.88110352;61.80709839;3564.31494141;60.95940018
ARAGUARI;2022-11-02;184.45599365;194.46389771;149.63299561;157.75149536
CAPIVARI;2022-11-02;171.69000244;139.20620728;171.69000244;139.20620728
DOCE;2022-11-02;580.08398438;66.46019745;512.91497803;58.76459885
GRANDE;2022-11-02;1997.80297852;53.66550064;1997.80297852;53.66550064
IGUACU;2022-11-02;10175.98437500;232.09570313;6220.44824219;141.87710571
ITABAPOANA;2022-11-02;75.13400269;118.59680176;64.99199677;102.58799744
ITAJAI;2022-11-02;184.15400696;92.38030243;168.27699280;84.41570282
JACUI;2022-11-02;371.12298584;43.89870071;366.51998901;43.35419846
JEQUITINHONHA;2022-11-02;250.80900574;41.75230026;231.50399780;38.53860092
MUCURI;2022-11-02;5.04300022;9.55140018;1.89699996;3.59290004
PARAGUACU;2022-11-02;5.42399979;6.07450008;5.42399979;6.07450008
PARAGUAI;2022-11-02;362.11999512;85.99520111;337.80300903;80.22049713
PARAIBA DO SUL;2022-11-02;910.60400391;87.70040131;907.73797607;87.42440033
PARANA;2022-11-02;13263.83105469;110.89070129;13262.29589844;110.87789917
PARANAIBA;2022-11-02;1539.54797363;39.13410187;1525.14501953;38.76800156
PARANAPANEMA;2022-11-02;4342.89404297;271.10379028;3864.36791992;241.23190308
PARNAIBA;2022-11-02;94.98600006;64.41699982;94.98600006;64.41699982
SAO FRANCISCO;2022-11-02;2039.25500488;39.94900131;2039.25500488;39.94900131
TIETE;2022-11-02;1284.88195801;142.93159485;1278.48803711;142.22030640
TOCANTINS;2022-11-02;3363.51098633;73.08190155;3363.51098633;73.08190155
URUGUAI;2022-11-02;3191.22607422;91.67559814;3066.26391602;88.08580017
AMAZONAS;2022-11-03;3569.23388672;61.04349899;3529.26391602;60.35990143
ARAGUARI;2022-11-03;194.59399414;205.15190125;159.77099609;168.43960571
CAPIVARI;2022-11-03;140.74600220;114.11679840;140.74600220;114.11679840
DOCE;2022-11-03;675.79302979;77.42549896;593.49200439;67.99629974
GRANDE;2022-11-03;2131.20410156;57.24900055;2131.20410156;57.24900055
IGUACU;2022-11-03;8918.59179688;203.41679382;5837.10595703;133.13380432
ITABAPOANA;2022-11-03;107.60399628;169.84979248;70.41799927;111.15280151
ITAJAI;2022-11-03;141.88699341;71.17720032;141.88699341;71.17720032
JACUI;2022-11-03;325.03500366;38.44710159;320.43099976;37.90250015
JEQUITINHONHA;2022-11-03;346.75601196;57.72470093;334.60101318;55.70119858
MUCURI;2022-11-03;5.89699984;11.16889954;2.75099993;5.21040010
PARAGUACU;2022-11-03;6.04099989;6.76539993;6.04099989;6.76539993
PARAGUAI;2022-11-03;357.63800049;84.93090057;333.32199097;79.15640259
PARAIBA DO SUL;2022-11-03;983.66497803;94.73690033;982.23199463;94.59889984
PARANA;2022-11-03;13847.42773438;115.76979828;13843.43554688;115.73650360
PARANAIBA;2022-11-03;1682.37805176;42.76470184;1665.41894531;42.33359909
PARANAPANEMA;2022-11-03;4174.70214844;260.60440063;3882.96899414;242.39309692
PARNAIBA;2022-11-03;99.78800201;67.67359924;99.78800201;67.67359924
SAO FRANCISCO;2022-11-03;2819.57104492;55.23529816;2819.57104492;55.23529816
TIETE;2022-11-03;1011.41900635;112.51129913;1005.02600098;111.80010223
TOCANTINS;2022-11-03;3310.15600586;71.92259979;3310.15600586;71.92259979
URUGUAI;2022-11-03;2915.35888672;83.75070190;2755.95996094;79.17150116
AMAZONAS;2022-11-04;3683.77490234;63.00239944;3641.07592773;62.27220154
ARAGUARI;2022-11-04;186.32000732;196.42900085;151.49699402;159.71659851
CAPIVARI;2022-11-04;120.34899902;97.57890320;120.34899902;97.57890320
DOCE;2022-11-04;785.59497070;90.00550079;666.66400146;76.37960052
GRANDE;2022-11-04;2193.64501953;58.92630005;2193.64501953;58.92630005
IGUACU;2022-11-04;7974.61523438;181.88639832;6237.52197266;142.26649475
ITABAPOANA;2022-11-04;132.23199463;208.72439575;69.69100189;110.00520325
ITAJAI;2022-11-04;121.68800354;61.04439926;121.68800354;61.04439926
JACUI;2022-11-04;269.13598633;31.83499908;264.53298950;31.29059982
JEQUITINHONHA;2022-11-04;316.64001465;52.71120071;309.48999023;51.52099991
MUCURI;2022-11-04;10.23499966;19.38509941;6.63899994;12.57429981
PARAGUACU;2022-11-04;6.65700006;7.45529985;6.65700006;7.45529985
PARAGUAI;2022-11-04;348.96398926;82.87100220;324.64801025;77.09649658
PARAIBA DO SUL;2022-11-04;922.64001465;88.85959625;922.64001465;88.85959625
PARANA;2022-11-04;13567.39062500;113.42859650;13561.86328125;113.38240051
PARANAIBA;2022-11-04;1769.26904297;44.97340012;1763.55895996;44.82830048
PARANAPANEMA;2022-11-04;3600.32495117;224.74909973;3326.43188477;207.65139771
PARNAIBA;2022-11-04;113.18299866;76.75769806;113.18299866;76.75769806
SAO FRANCISCO;2022-11-04;4186.49023438;82.01319885;4186.49023438;82.01319885
TIETE;2022-11-04;878.35998535;97.70960236;871.96697998;96.99849701
TOCANTINS;2022-11-04;3258.85302734;70.80789948;3258.85302734;70.80789948
URUGUAI;2022-11-04;2657.60205078;76.34600067;2563.63989258;73.64669800
AMAZONAS;2022-11-05;3870.02294922;66.18779755;3829.18408203;65.48930359
ARAGUARI;2022-11-05;227.19200134;239.51860046;212.46499634;223.99249268
CAPIVARI;2022-11-05;105.92500305;85.88400269;105.92500305;85.88400269
DOCE;2022-11-05;796.72302246;91.28050232;686.62799072;78.66690063
GRANDE;2022-11-05;2178.59497070;58.52199936;2178.59497070;58.52199936
IGUACU;2022-11-05;7209.39208984;164.43310547;6097.76904297;139.07899475
ITABAPOANA;2022-11-05;118.64199829;187.27299500;69.62300110;109.89790344
ITAJAI;2022-11-05;108.72100067;54.53960037;108.72100067;54.53960037
JACUI;2022-11-05;238.66299438;28.23049927;234.05999756;27.68600082
JEQUITINHONHA;2022-11-05;290.04598999;48.28409958;270.02600098;44.95140076
MUCURI;2022-11-05;16.33499908;30.93849945;12.73900032;24.12770081
PARAGUACU;2022-11-05;6.64799976;7.44519997;6.64799976;7.44519997
PARAGUAI;2022-11-05;341.40600586;81.07610321;317.08898926;75.30139923
PARAIBA DO SUL;2022-11-05;877.74597168;84.53579712;877.74597168;84.53579712
PARANA;2022-11-05;13352.12304688;111.62889862;13350.58789063;111.61609650
PARANAIBA;2022-11-05;1804.86499023;45.87820053;1743.57104492;44.32020187
PARANAPANEMA;2022-11-05;3031.82690430;189.26080322;2776.82202148;173.34219360
PARNAIBA;2022-11-05;122.20800018;82.87819672;122.20800018;82.87819672
SAO FRANCISCO;2022-11-05;5834.66308594;114.30090332;5834.66308594;114.30090332
TIETE;2022-11-05;805.48797607;89.60330200;799.27197266;88.91179657
TOCANTINS;2022-11-05;3187.59790039;69.25969696;3187.59790039;69.25969696
URUGUAI;2022-11-05;2392.10302734;68.71890259;2297.84790039;66.01119995
AMAZONAS;2022-11-06;4024.99707031;68.83820343;3333.92504883;57.01910019
ARAGUARI;2022-11-06;368.17898560;388.15499878;260.49398804;274.62741089
CAPIVARI;2022-11-06;96.96499634;78.61920166;96.96499634;78.61920166
DOCE;2022-11-06;693.90899658;79.50109863;639.67797852;73.28780365
GRANDE;2022-11-06;2101.79296875;56.45890045;2101.79296875;56.45890045
IGUACU;2022-11-06;6604.54980469;150.63780212;2868.75000000;65.43099976
ITABAPOANA;2022-11-06;76.95899963;121.47760010;66.81800079;105.47029877
ITAJAI;2022-11-06;100.62400055;50.47769928;91.80400085;46.05319977
JACUI;2022-11-06;227.40100098;26.89839935;221.26199341;26.17219925
JEQUITINHONHA;2022-11-06;277.63198853;46.21760178;257.61199951;42.88479996
MUCURI;2022-11-06;22.32200050;42.27790070;18.72599983;35.46709824
PARAGUACU;2022-11-06;6.31599998;7.07340002;6.31599998;7.07340002
PARAGUAI;2022-11-06;330.21899414;78.41950226;305.90200806;72.64469910
PARAIBA DO SUL;2022-11-06;824.46398926;79.40419769;824.46398926;79.40419769
PARANA;2022-11-06;12806.70800781;107.06900024;12805.17285156;107.05619812
PARANAIBA;2022-11-06;1756.77099609;44.65570068;1690.77197266;42.97809982
PARANAPANEMA;2022-11-06;2669.03100586;166.61340332;2280.75292969;142.37530518
PARNAIBA;2022-11-06;124.58100128;84.48750305;124.58100128;84.48750305
SAO FRANCISCO;2022-11-06;6325.82812500;123.92279816;6325.82812500;123.92279816
TIETE;2022-11-06;639.69299316;71.16010284;633.29998779;70.44889832
TOCANTINS;2022-11-06;3105.52709961;67.47650146;3105.52709961;67.47650146
URUGUAI;2022-11-06;2137.32690430;61.39979935;1972.73901367;56.67160034
AMAZONAS;2022-11-07;4089.71997070;69.94519806;3993.49902344;68.29949951
ARAGUARI;2022-11-07;409.23001099;431.43319702;325.05899048;342.69540405
CAPIVARI;2022-11-07;93.34300232;75.68250275;93.34300232;75.68250275
DOCE;2022-11-07;576.07397461;66.00070190;541.04199219;61.98709869
GRANDE;2022-11-07;1998.47705078;53.68360138;1998.47705078;53.68360138
IGUACU;2022-11-07;6095.29003906;139.02250671;5535.61181641;126.25720215
ITABAPOANA;2022-11-07;49.67800140;78.41529846;49.67800140;78.41529846
ITAJAI;2022-11-07;95.86100006;48.08840179;95.86100006;48.08840179
JACUI;2022-11-07;213.00599670;25.19560051;208.40299988;24.65119934
JEQUITINHONHA;2022-11-07;264.09600830;43.96419907;254.08599854;42.29779816
MUCURI;2022-11-07;26.50300026;50.19670105;22.90699959;43.38589859
PARAGUACU;2022-11-07;5.98400021;6.70160007;5.98400021;6.70160007
PARAGUAI;2022-11-07;315.13101196;74.83640289;290.81500244;69.06189728
PARAIBA DO SUL;2022-11-07;752.77398682;72.49980164;752.77398682;72.49980164
PARANA;2022-11-07;12062.95800781;100.85099792;12061.42285156;100.83809662
PARANAIBA;2022-11-07;1635.02600098;41.56110001;1621.55297852;41.21860123
PARANAPANEMA;2022-11-07;2467.22998047;154.01600647;2132.47094727;133.11880493
PARNAIBA;2022-11-07;130.42300415;88.44940186;130.42300415;88.44940186
SAO FRANCISCO;2022-11-07;5501.41699219;107.77259827;5501.41699219;107.77259827
TIETE;2022-11-07;523.10900879;58.19120026;516.71502686;57.47990036
TOCANTINS;2022-11-07;3143.79809570;68.30799866;3143.79809570;68.30799866
URUGUAI;2022-11-07;1945.78295898;55.89730072;1864.57397461;53.56439972
AMAZONAS;2022-11-08;4118.11718750;70.43090057;3947.87597656;67.51930237
ARAGUARI;2022-11-08;384.88699341;405.76950073;307.34298706;324.01818848
CAPIVARI;2022-11-08;91.94499969;74.54900360;91.94499969;74.54900360
DOCE;2022-11-08;483.89599609;55.43989944;435.58499146;49.90489960
GRANDE;2022-11-08;1897.76000977;50.97809982;1897.76000977;50.97809982
IGUACU;2022-11-08;5700.05908203;130.00799561;5529.04589844;126.10749817
ITABAPOANA;2022-11-08;41.05699921;64.80729675;41.05699921;64.80729675
ITAJAI;2022-11-08;93.44400024;46.87590027;93.44400024;46.87590027
JACUI;2022-11-08;208.96800232;24.71800041;203.30299377;24.04789925
JEQUITINHONHA;2022-11-08;249.83599854;41.59030151;249.83599854;41.59030151
MUCURI;2022-11-08;25.49099922;48.27999878;22.34499931;42.32149887
PARAGUACU;2022-11-08;6.28700018;7.04090023;6.28700018;7.04090023
PARAGUAI;2022-11-08;303.02301025;71.96099854;280.91699219;66.71140289
PARAIBA DO SUL;2022-11-08;761.44097900;73.33450317;761.44097900;73.33450317
PARANA;2022-11-08;11325.41503906;94.68479919;11323.87890625;94.67199707
PARANAIBA;2022-11-08;1514.43701172;38.49580002;1501.29602051;38.16180038
PARANAPANEMA;2022-11-08;2257.25708008;140.90849304;1986.51098633;124.00730133
PARNAIBA;2022-11-08;139.12600708;94.35160065;139.12600708;94.35160065
SAO FRANCISCO;2022-11-08;4527.38720703;88.69139862;4527.38720703;88.69139862
TIETE;2022-11-08;473.26000977;52.64590073;466.86599731;51.93460083
TOCANTINS;2022-11-08;3172.48095703;68.93119812;3172.48095703;68.93119812
URUGUAI;2022-11-08;1836.41601563;52.75540161;1765.66601563;50.72299957
AMAZONAS;2022-11-09;4104.61376953;70.19989777;3961.34399414;67.74960327
ARAGUARI;2022-11-09;390.60900879;411.80191040;302.83401489;319.26458740
CAPIVARI;2022-11-09;94.04199982;76.24919891;94.04199982;76.24919891
DOCE;2022-11-09;530.88598633;60.82360077;451.86599731;51.77019882
GRANDE;2022-11-09;1835.85095215;49.31510162;1835.85095215;49.31510162
IGUACU;2022-11-09;5346.97412109;121.95469666;5092.92187500;116.16030121
ITABAPOANA;2022-11-09;66.17500305;104.45529938;62.79499817;99.12010193
ITAJAI;2022-11-09;90.69200134;45.49539948;90.69200134;45.49539948
JACUI;2022-11-09;215.36399841;25.47459984;208.28199768;24.63689995
JEQUITINHONHA;2022-11-09;217.58299255;36.22119904;201.13800049;33.48360062
MUCURI;2022-11-09;23.26199913;44.05830002;22.36300087;42.35559845
PARAGUACU;2022-11-09;6.27799988;7.03090000;6.27799988;7.03090000
PARAGUAI;2022-11-09;298.78500366;70.95459747;276.67898560;65.70490265
PARAIBA DO SUL;2022-11-09;784.55200195;75.56030273;784.55200195;75.56030273
PARANA;2022-11-09;10667.04785156;89.18060303;10665.51171875;89.16780090
PARANAIBA;2022-11-09;1458.32800293;37.06949997;1455.99401855;37.01020050
PARANAPANEMA;2022-11-09;2074.62695313;129.50790405;1805.09497070;112.68250275
PARNAIBA;2022-11-09;150.15699768;101.83249664;150.15699768;101.83249664
SAO FRANCISCO;2022-11-09;3634.23803711;71.19460297;3634.23803711;71.19460297
TIETE;2022-11-09;480.82699585;53.48770142;474.43301392;52.77640152
TOCANTINS;2022-11-09;3214.58300781;69.84600067;3214.58300781;69.84600067
URUGUAI;2022-11-09;1796.55700684;51.61040115;1742.19799805;50.04880142
AMAZONAS;2022-11-10;4080.11108398;69.78079987;3917.56909180;67.00090027
ARAGUARI;2022-11-10;372.48001099;392.68930054;295.11599731;311.12780762
CAPIVARI;2022-11-10;99.12599945;80.37129974;99.12599945;80.37129974
DOCE;2022-11-10;670.74102783;76.84670258;555.01000977;63.58739853
GRANDE;2022-11-10;1832.40100098;49.22240067;1827.90002441;49.10150146
IGUACU;2022-11-10;5017.60400391;114.44239807;4823.29003906;110.01049805
ITABAPOANA;2022-11-10;96.04299927;151.60110474;62.23699951;98.23930359
ITAJAI;2022-11-10;89.96900177;45.13270187;89.96900177;45.13270187
JACUI;2022-11-10;194.85600281;23.04870033;187.77400208;22.21100044
JEQUITINHONHA;2022-11-10;185.41700745;30.86650085;168.25700378;28.00979996
MUCURI;2022-11-10;18.11000061;34.30039978;18.11000061;34.30039978
PARAGUACU;2022-11-10;5.95499992;6.66909981;5.95499992;6.66909981
PARAGUAI;2022-11-10;299.23400879;71.06120300;277.12799072;65.81159973
PARAIBA DO SUL;2022-11-10;831.28002930;80.06069946;831.28002930;80.06069946
PARANA;2022-11-10;10192.23828125;85.21099854;10190.70312500;85.19819641
PARANAIBA;2022-11-10;1492.80297852;37.94589996;1488.03894043;37.82479858
PARANAPANEMA;2022-11-10;1914.99597168;119.54299927;1683.64697266;105.10109711
PARNAIBA;2022-11-10;141.91099548;96.24030304;141.91099548;96.24030304
SAO FRANCISCO;2022-11-10;2985.32788086;58.48249817;2985.32788086;58.48249817
TIETE;2022-11-10;479.19299316;53.30590057;472.79901123;52.59460068
TOCANTINS;2022-11-10;3236.01391602;70.31169891;3236.01391602;70.31169891
URUGUAI;2022-11-10;1734.52001953;49.82820129;1670.37805176;47.98559952
AMAZONAS;2022-11-11;4107.13623047;70.24299622;3937.70605469;67.34529877
ARAGUARI;2022-11-11;361.29501343;380.89749146;290.57199097;306.33731079
CAPIVARI;2022-11-11;105.98799896;85.93499756;105.98799896;85.93499756
DOCE;2022-11-11;715.45202637;81.96929932;621.69201660;71.22720337
GRANDE;2022-11-11;1883.58300781;50.59730148;1864.55395508;50.08610153
IGUACU;2022-11-11;4726.83984375;107.81060028;4582.61621094;104.52110291
ITABAPOANA;2022-11-11;92.29000092;145.67709351;44.96200180;70.97119904
ITAJAI;2022-11-11;80.31900024;40.29180145;80.31900024;40.29180145
JACUI;2022-11-11;172.38900757;20.39119911;165.30700684;19.55349922
JEQUITINHONHA;2022-11-11;158.09300232;26.31780052;157.37800598;26.19879913
MUCURI;2022-11-11;15.33699989;29.04829979;15.33699989;29.04829979
PARAGUACU;2022-11-11;5.30999994;5.94680023;5.30999994;5.94680023
PARAGUAI;2022-11-11;302.78201294;71.90380096;280.67599487;66.65409851
PARAIBA DO SUL;2022-11-11;833.90301514;80.31330109;833.90301514;80.31330109
PARANA;2022-11-11;9855.02343750;82.39179993;9853.48828125;82.37899780
PARANAIBA;2022-11-11;1594.74804688;40.53720093;1593.46997070;40.50469971
PARANAPANEMA;2022-11-11;1810.28796387;113.00659943;1532.19702148;95.64689636
PARNAIBA;2022-11-11;129.74200439;87.98760223;129.74200439;87.98760223
SAO FRANCISCO;2022-11-11;2796.53295898;54.78400040;2796.53295898;54.78400040
TIETE;2022-11-11;542.41998291;60.33929825;536.02600098;59.62810135
TOCANTINS;2022-11-11;3263.35107422;70.90560150;3263.35107422;70.90560150
URUGUAI;2022-11-11;1686.01196289;48.43470001;1624.65600586;46.67210007
AMAZONAS;2022-11-12;4294.13476563;73.44120026;4004.84912109;68.49369812
ARAGUARI;2022-11-12;364.15399170;383.91159058;290.02099609;305.75640869
CAPIVARI;2022-11-12;117.80699921;95.51789856;117.80699921;95.51789856
DOCE;2022-11-12;746.21997070;85.49440002;646.96600342;74.12280273
GRANDE;2022-11-12;1970.16796875;52.92319870;1950.88305664;52.40510178
IGUACU;2022-11-12;4444.43310547;101.36940002;4215.02197266;96.13700104
ITABAPOANA;2022-11-12;123.94999695;195.65150452;44.50600052;70.25140381
ITAJAI;2022-11-12;76.72100067;38.48690033;76.72100067;38.48690033
JACUI;2022-11-12;178.89399719;21.16069984;170.27699280;20.14139938
JEQUITINHONHA;2022-11-12;155.57299805;25.89830017;138.41299438;23.04170036
MUCURI;2022-11-12;14.77499962;27.98390007;14.77499962;27.98390007
PARAGUACU;2022-11-12;4.66599989;5.22559977;4.66599989;5.22559977
PARAGUAI;2022-11-12;305.36401367;72.51699829;281.04800415;66.74250031
PARAIBA DO SUL;2022-11-12;899.56097412;86.63680267;897.41198730;86.42990112
PARANA;2022-11-12;9595.26660156;80.22010040;9584.51855469;80.13030243
PARANAIBA;2022-11-12;1739.78698730;44.22399902;1727.93994141;43.92290115
PARANAPANEMA;2022-11-12;1742.03295898;108.74579620;1542.64697266;96.29920197
PARNAIBA;2022-11-12;124.41400146;84.37429810;124.41400146;84.37429810
SAO FRANCISCO;2022-11-12;2796.11499023;54.77579880;2796.11499023;54.77579880
TIETE;2022-11-12;574.32397461;63.88840103;568.10797119;63.19689941
TOCANTINS;2022-11-12;3260.16796875;70.83650208;3260.16796875;70.83650208
URUGUAI;2022-11-12;1667.57604980;47.90510178;1617.52905273;46.46739960
AMAZONAS;2022-11-13;4347.31591797;74.35079956;4184.14013672;71.55999756
ARAGUARI;2022-11-13;382.23199463;402.97039795;278.12200928;293.21179199
CAPIVARI;2022-11-13;131.85000610;106.90390015;131.85000610;106.90390015
DOCE;2022-11-13;786.18200684;90.07279968;721.82098389;82.69899750
GRANDE;2022-11-13;2086.19799805;56.04000092;2063.81591797;55.43880081
IGUACU;2022-11-13;6156.87597656;140.42709351;3641.10888672;83.04709625
ITABAPOANA;2022-11-13;136.74499512;215.84800720;48.84999847;77.10829926
ITAJAI;2022-11-13;79.06700134;39.66370010;79.06700134;39.66370010
JACUI;2022-11-13;185.32000732;21.92079926;176.70300293;20.90150070
JEQUITINHONHA;2022-11-13;152.25599670;25.34609985;132.95100403;22.13240051
MUCURI;2022-11-13;11.87100029;22.48369980;11.87100029;22.48369980
PARAGUACU;2022-11-13;4.33400011;4.85370016;4.33400011;4.85370016
PARAGUAI;2022-11-13;306.51699829;72.79080200;282.20001221;67.01609802
PARAIBA DO SUL;2022-11-13;1057.90698242;101.88719940;1018.14599609;98.05780029
PARANA;2022-11-13;9581.46582031;80.10469818;9579.93066406;80.09190369
PARANAIBA;2022-11-13;1865.12902832;47.41009903;1848.86401367;46.99670029
PARANAPANEMA;2022-11-13;1714.65295410;107.03669739;1607.61401367;100.35479736
PARNAIBA;2022-11-13;118.92700195;80.65309906;118.92700195;80.65309906
SAO FRANCISCO;2022-11-13;2835.53808594;55.54809952;2835.53808594;55.54809952
TIETE;2022-11-13;542.72900391;60.37369919;536.51300049;59.68220139
TOCANTINS;2022-11-13;3303.38305664;71.77539825;3303.38305664;71.77539825
URUGUAI;2022-11-13;1653.26696777;47.49409866;1592.63403320;45.75220108
AMAZONAS;2022-11-14;4281.19189453;73.21990204;4139.66015625;70.79930115
ARAGUARI;2022-11-14;386.45199585;407.41940308;314.47198486;331.53399658
CAPIVARI;2022-11-14;218.90199280;177.48570251;218.90199280;177.48570251
DOCE;2022-11-14;794.92498779;91.07450104;698.64398193;80.04360199
GRANDE;2022-11-14;2245.92895508;60.33069992;2225.28198242;59.77610016
IGUACU;2022-11-14;6933.39013672;158.13800049;3894.29003906;88.82170105
ITABAPOANA;2022-11-14;108.60199738;171.42509460;51.13199997;80.71040344
ITAJAI;2022-11-14;89.52799988;44.91149902;89.52799988;44.91149902
JACUI;2022-11-14;200.93299866;23.76759911;193.85099792;22.92989922
JEQUITINHONHA;2022-11-14;195.59300232;32.56050110;174.14300537;28.98970032
MUCURI;2022-11-14;8.83699989;16.73730087;8.83699989;16.73730087
PARAGUACU;2022-11-14;4.01100016;4.49200010;4.01100016;4.49200010
PARAGUAI;2022-11-14;312.80398560;74.28379822;288.48800659;68.50930023
PARAIBA DO SUL;2022-11-14;1049.68994141;101.09580231;1020.06201172;98.24230194
PARANA;2022-11-14;10561.64257813;88.29940033;10559.80078125;88.28399658
