nom_ree;ear_data;ear_max_ree;ear_verif_ree_mwmes;ear_verif_ree_percentual
SUDESTE;2023-02-14;50972.214;35350.349;69.3522
SUL;2023-02-14;10134.571;7449.398;73.5048
TELES PIRES;2023-02-14;900.655;650.768;72.255
BELO MONTE;2023-02-15;28.109;25.279;89.9321
IGUACU;2023-02-15;10324.672;10140.796;98.2191
MADEIRA;2023-02-15;313.73;157.149;50.0905
MANAUS-AMAPA;2023-02-15;785.737;537.209;68.3701
NORDESTE;2023-02-15;51691.226;41611.181;80.4995
NORTE;2023-02-15;14488.55;13622.554;94.0229
PARANA;2023-02-15;140595.976;105434.133;74.9909
PARANAPANEMA;2023-02-15;11832.754;10449.256;88.3079
SUDESTE;2023-02-15;50972.214;35411.214;69.4716
SUL;2023-02-15;10134.571;7410.242;73.1185
TELES PIRES;2023-02-15;900.655;638.032;70.8409
BELO MONTE;2023-02-16;28.109;24.95;88.7616
IGUACU;2023-02-16;10324.672;10148.265;98.2914
MADEIRA;2023-02-16;313.73;161.433;51.456
MANAUS-AMAPA;2023-02-16;785.737;539.02;68.6006
NORDESTE;2023-02-16;51691.226;41897.723;81.0538
NORTE;2023-02-16;14488.55;13564.115;93.6195
PARANA;2023-02-16;140595.976;105572.567;75.0893
PARANAPANEMA;2023-02-16;11832.754;10437.558;88.209
SUDESTE;2023-02-16;50972.214;35475.593;69.5979
SUL;2023-02-16;10134.571;7387.185;72.8909
TELES PIRES;2023-02-16;900.655;623.933;69.2755
BELO MONTE;2023-02-17;28.109;25.148;89.466
IGUACU;2023-02-17;10324.672;10172.737;98.5284
MADEIRA;2023-02-17;313.73;166.259;52.9943
MANAUS-AMAPA;2023-02-17;785.737;543.631;69.1874
NORDESTE;2023-02-17;51691.226;42152.775;81.5473
NORTE;2023-02-17;14488.55;13512.69;93.2646
PARANA;2023-02-17;140595.976;105954.483;75.361
PARANAPANEMA;2023-02-17;11832.754;10473.879;88.516
SUDESTE;2023-02-17;50972.214;35548.923;69.7418
SUL;2023-02-17;10134.571;7346.273;72.4873
TELES PIRES;2023-02-17;900.655;607.927;67.4983
BELO MONTE;2023-02-18;28.109;25.478;90.64
IGUACU;2023-02-18;10324.672;10225.109;99.0357
MADEIRA;2023-02-18;313.73;172.106;54.858
MANAUS-AMAPA;2023-02-18;785.737;547.918;69.733
NORDESTE;2023-02-18;51691.226;42433.214;82.0898
NORTE;2023-02-18;14488.55;13518.604;93.3054
PARANA;2023-02-18;140595.976;106411.685;75.6862
PARANAPANEMA;2023-02-18;11832.754;10526.039;88.9568
SUDESTE;2023-02-18;50972.214;35660.371;69.9604
SUL;2023-02-18;10134.571;7350.931;72.5332
TELES PIRES;2023-02-18;900.655;601.347;66.7677
BELO MONTE;2023-02-19;28.109;26.077;92.771
IGUACU;2023-02-19;10324.672;10279.07;99.5583
MADEIRA;2023-02-19;313.73;178.021;56.7434
MANAUS-AMAPA;2023-02-19;785.737;553.283;70.4158
NORDESTE;2023-02-19;51691.226;42678.766;82.5648
NORTE;2023-02-19;14488.55;13589.362;93.7938
PARANA;2023-02-19;140595.976;106818.441;75.9755
PARANAPANEMA;2023-02-19;11832.754;10527.1;88.9658
SUDESTE;2023-02-19;50972.214;35899.501;70.4296
SUL;2023-02-19;10134.571;7362.751;72.6499
TELES PIRES;2023-02-19;900.655;601.347;66.7677
BELO MONTE;2023-02-20;28.109;26.212;93.2513
IGUACU;2023-02-20;10324.672;10292.415;99.6876
MADEIRA;2023-02-20;313.73;183.659;58.5405
MANAUS-AMAPA;2023-02-20;785.737;558.736;71.1098
NORDESTE;2023-02-20;51691.226;42949.753;83.0891
NORTE;2023-02-20;14488.55;13658.687;94.2723
PARANA;2023-02-20;140595.976;107083.17;76.1638
PARANAPANEMA;2023-02-20;11832.754;10474.163;88.5184
SUDESTE;2023-02-20;50972.214;36030.823;70.6872
SUL;2023-02-20;10134.571;7366.594;72.6878
TELES PIRES;2023-02-20;900.655;602.352;66.8793
BELO MONTE;2023-02-21;28.109;25.877;92.0595
IGUACU;2023-02-21;10324.672;10217.865;98.9655
MADEIRA;2023-02-21;313.73;188.942;60.2244
MANAUS-AMAPA;2023-02-21;785.737;564.114;71.7943
NORDESTE;2023-02-21;51691.226;43138.639;83.4545
NORTE;2023-02-21;14488.55;13767.124;95.0207
PARANA;2023-02-21;140595.976;107475.239;76.4426
PARANAPANEMA;2023-02-21;11832.754;10406.896;87.9499
SUDESTE;2023-02-21;50972.214;36197.147;71.0135
SUL;2023-02-21;10134.571;7433.299;73.346
TELES PIRES;2023-02-21;900.655;609.847;67.7115
BELO MONTE;2023-02-22;28.109;25.411;90.4017
IGUACU;2023-02-22;10324.672;10226.472;99.0489
MADEIRA;2023-02-22;313.73;195.479;62.308
MANAUS-AMAPA;2023-02-22;785.737;569.581;72.49
NORDESTE;2023-02-22;51691.226;43333.247;83.831
NORTE;2023-02-22;14488.55;13842.07;95.538
PARANA;2023-02-22;140595.976;107752.31;76.6397
PARANAPANEMA;2023-02-22;11832.754;10324.349;87.2523
SUDESTE;2023-02-22;50972.214;36355.686;71.3245
SUL;2023-02-22;10134.571;7413.303;73.1487
TELES PIRES;2023-02-22;900.655;615.516;68.3409
BELO MONTE;2023-02-23;28.109;25.279;89.9321
IGUACU;2023-02-23;10324.672;10256.357;99.3383
MADEIRA;2023-02-23;313.73;200.956;64.0538
MANAUS-AMAPA;2023-02-23;785.737;575.055;73.1867
NORDESTE;2023-02-23;51691.226;43484.555;84.1237
NORTE;2023-02-23;14488.55;13920.513;96.0794
PARANA;2023-02-23;140595.976;108230.876;76.9801
PARANAPANEMA;2023-02-23;11832.754;10323.631;87.2462
SUDESTE;2023-02-23;50972.214;36504.621;71.6167
SUL;2023-02-23;10134.571;7386.99;72.889
TELES PIRES;2023-02-23;900.655;618.26;68.6456
BELO MONTE;2023-02-24;28.109;25.279;89.9321
IGUACU;2023-02-24;10324.672;10299.683;99.758
MADEIRA;2023-02-24;313.73;204.969;65.3329
MANAUS-AMAPA;2023-02-24;785.737;578.708;73.6516
NORDESTE;2023-02-24;51691.226;43586.94;84.3217
NORTE;2023-02-24;14488.55;13948.719;96.2741
PARANA;2023-02-24;140595.976;108764.252;77.3594
PARANAPANEMA;2023-02-24;11832.754;10436.044;88.1962
SUDESTE;2023-02-24;50972.214;36607.967;71.8195
SUL;2023-02-24;10134.571;7391.151;72.9301
TELES PIRES;2023-02-24;900.655;617.346;68.5441
BELO MONTE;2023-02-25;28.109;25.809;91.8176
IGUACU;2023-02-25;10324.672;10291.033;99.6742
MADEIRA;2023-02-25;313.73;209.84;66.8855
MANAUS-AMAPA;2023-02-25;785.737;584.193;74.3497
NORDESTE;2023-02-25;51691.226;43704.023;84.5482
NORTE;2023-02-25;14488.55;13986.581;96.5354
PARANA;2023-02-25;140595.976;109149.297;77.6333
PARANAPANEMA;2023-02-25;11832.754;10411.589;87.9896
SUDESTE;2023-02-25;50972.214;36696.226;71.9926
SUL;2023-02-25;10134.571;7365.853;72.6805
TELES PIRES;2023-02-25;900.655;623.933;69.2755
BELO MONTE;2023-02-26;28.109;25.677;91.348
IGUACU;2023-02-26;10324.672;10269.526;99.4659
MADEIRA;2023-02-26;313.73;214.94;68.5111
MANAUS-AMAPA;2023-02-26;785.737;588.852;74.9426
NORDESTE;2023-02-26;51691.226;43836.888;84.8053
NORTE;2023-02-26;14488.55;14047.339;96.9548
PARANA;2023-02-26;140595.976;109491.385;77.8766
PARANAPANEMA;2023-02-26;11832.754;10217.166;86.3465
SUDESTE;2023-02-26;50972.214;36749.703;72.0975
SUL;2023-02-26;10134.571;7365.136;72.6734
TELES PIRES;2023-02-26;900.655;639.039;70.9527
BELO MONTE;2023-02-27;28.109;25.478;90.64
IGUACU;2023-02-27;10324.672;10276.924;99.5375
MADEIRA;2023-02-27;313.73;219.057;69.8234
MANAUS-AMAPA;2023-02-27;785.737;591.6;75.2924
NORDESTE;2023-02-27;51691.226;43983.817;85.0895
NORTE;2023-02-27;14488.55;14112.553;97.4049
PARANA;2023-02-27;140595.976;109588.069;77.9454
PARANAPANEMA;2023-02-27;11832.754;9991.563;84.4399
SUDESTE;2023-02-27;50972.214;36841.353;72.2773
SUL;2023-02-27;10134.571;7345.86;72.4832
TELES PIRES;2023-02-27;900.655;650.768;72.255
BELO MONTE;2023-02-28;28.109;25.279;89.9321
IGUACU;2023-02-28;10324.672;10277.586;99.5439
MADEIRA;2023-02-28;313.73;222.722;70.9916
MANAUS-AMAPA;2023-02-28;785.737;594.516;75.6635
NORDESTE;2023-02-28;51691.226;44088.425;85.2919
NORTE;2023-02-28;14488.55;14194.816;97.9726
PARANA;2023-02-28;140595.976;109801.124;78.0969
PARANAPANEMA;2023-02-28;11832.754;9855.967;83.2939
SUDESTE;2023-02-28;50972.214;36924.786;72.441
SUL;2023-02-28;10134.571;7309.27;72.1221
TELES PIRES;2023-02-28;900.655;661.68;73.4665
BELO MONTE;2023-03-01;28.109;25.677;91.348
IGUACU;2023-03-01;10324.672;10298.101;99.7426
MADEIRA;2023-03-01;313.73;226.796;72.2902
MANAUS-AMAPA;2023-03-01;785.737;601.188;76.5126
NORDESTE;2023-03-01;51691.226;44229.479;85.5648
NORTE;2023-03-01;14488.55;14323.703;98.8622
PARANA;2023-03-01;140595.976;109972.278;78.2187
PARANAPANEMA;2023-03-01;11832.754;9796.859;82.7944
SUDESTE;2023-03-01;50972.214;36991.383;72.5717
SUL;2023-03-01;10134.571;7273.569;71.7699
TELES PIRES;2023-03-01;900.655;659.204;73.1916
BELO MONTE;2023-03-02;28.109;25.677;91.348
IGUACU;2023-03-02;10324.672;10273.2;99.5015
MADEIRA;2023-03-02;313.73;230.684;73.5295
MANAUS-AMAPA;2023-03-02;785.737;604.528;76.9377
NORDESTE;2023-03-02;51691.226;44370.949;85.8385
NORTE;2023-03-02;14488.55;14375.575;99.2202
PARANA;2023-03-02;140595.976;110414.316;78.5331
PARANAPANEMA;2023-03-02;11832.754;9789.186;82.7296
SUDESTE;2023-03-02;50972.214;37063.37;72.7129
SUL;2023-03-02;10134.571;7230.909;71.3489
TELES PIRES;2023-03-02;900.655;656.819;72.9268
BELO MONTE;2023-03-03;28.109;25.809;91.8176
IGUACU;2023-03-03;10324.672;10258.086;99.3551
MADEIRA;2023-03-03;313.73;234.635;74.7888
MANAUS-AMAPA;2023-03-03;785.737;608.289;77.4164
NORDESTE;2023-03-03;51691.226;44489.691;86.0682
NORTE;2023-03-03;14488.55;14368.468;99.1712
PARANA;2023-03-03;140595.976;110808.577;78.8135
PARANAPANEMA;2023-03-03;11832.754;9810.958;82.9136
SUDESTE;2023-03-03;50972.214;37134.134;72.8517
SUL;2023-03-03;10134.571;7186.774;70.9135
TELES PIRES;2023-03-03;900.655;649.576;72.1226
BELO MONTE;2023-03-04;28.109;26.212;93.2513
IGUACU;2023-03-04;10324.672;10265.578;99.4276
MADEIRA;2023-03-04;313.73;238.045;75.8758
MANAUS-AMAPA;2023-03-04;785.737;613.893;78.1296
NORDESTE;2023-03-04;51691.226;44573.796;86.2309
NORTE;2023-03-04;14488.55;14410.786;99.4633
PARANA;2023-03-04;140595.976;111425.89;79.2525
PARANAPANEMA;2023-03-04;11832.754;9876.276;83.4656
SUDESTE;2023-03-04;50972.214;37213.91;73.0082
SUL;2023-03-04;10134.571;7174.799;70.7953
TELES PIRES;2023-03-04;900.655;648.385;71.9904
BELO MONTE;2023-03-05;28.109;25.809;91.8176
IGUACU;2023-03-05;10324.672;10269.338;99.4641
MADEIRA;2023-03-05;313.73;241.266;76.9024
MANAUS-AMAPA;2023-03-05;785.737;619.504;78.8437
NORDESTE;2023-03-05;51691.226;44691.147;86.4579
NORTE;2023-03-05;14488.55;14396.366;99.3637
PARANA;2023-03-05;140595.976;112206.188;79.8075
PARANAPANEMA;2023-03-05;11832.754;10061.893;85.0342
SUDESTE;2023-03-05;50972.214;37297.164;73.1716
SUL;2023-03-05;10134.571;7189.63;70.9416
TELES PIRES;2023-03-05;900.655;650.768;72.255
BELO MONTE;2023-03-06;28.109;25.411;90.4017
IGUACU;2023-03-06;10324.672;10297.446;99.7363
MADEIRA;2023-03-06;313.73;244.876;78.0531
MANAUS-AMAPA;2023-03-06;785.737;623.277;79.3239
NORDESTE;2023-03-06;51691.226;44807.843;86.6837
NORTE;2023-03-06;14488.55;14392.473;99.3369
PARANA;2023-03-06;140595.976;112612.151;80.0963
PARANAPANEMA;2023-03-06;11832.754;10248.554;86.6117
SUDESTE;2023-03-06;50972.214;37373.072;73.3205
SUL;2023-03-06;10134.571;7202.902;71.0726
TELES PIRES;2023-03-06;900.655;647.193;71.858
BELO MONTE;2023-03-07;28.109;24.95;88.7616
IGUACU;2023-03-07;10324.672;10284.435;99.6103
MADEIRA;2023-03-07;313.73;248.056;79.0667
MANAUS-AMAPA;2023-03-07;785.737;628.984;80.0502
NORDESTE;2023-03-07;51691.226;44897.707;86.8575
NORTE;2023-03-07;14488.55;14412.344;99.474
PARANA;2023-03-07;140595.976;113137.877;80.4702
PARANAPANEMA;2023-03-07;11832.754;10402.346;87.9115
SUDESTE;2023-03-07;50972.214;37449.781;73.471
SUL;2023-03-07;10134.571;7197.61;71.0204
TELES PIRES;2023-03-07;900.655;641.146;71.1866
BELO MONTE;2023-03-08;28.109;25.279;89.9321
IGUACU;2023-03-08;10324.672;10284.235;99.6083
MADEIRA;2023-03-08;313.73;251.754;80.2454
MANAUS-AMAPA;2023-03-08;785.737;630.831;80.2853
NORDESTE;2023-03-08;51691.226;44972.231;87.0017
NORTE;2023-03-08;14488.55;14361.574;99.1236
PARANA;2023-03-08;140595.976;113639.979;80.8273
PARANAPANEMA;2023-03-08;11832.754;10540.718;89.0809
SUDESTE;2023-03-08;50972.214;37588.686;73.7435
SUL;2023-03-08;10134.571;7166.95;70.7178
TELES PIRES;2023-03-08;900.655;637.116;70.7392
BELO MONTE;2023-03-09;28.109;25.279;89.9321
IGUACU;2023-03-09;10324.672;10310.717;99.8648
MADEIRA;2023-03-09;313.73;255.39;81.4044
MANAUS-AMAPA;2023-03-09;785.737;630.831;80.2853
NORDESTE;2023-03-09;51691.226;45057.322;87.1663
NORTE;2023-03-09;14488.55;14298.931;98.6912
PARANA;2023-03-09;140595.976;114243.581;81.2567
PARANAPANEMA;2023-03-09;11832.754;10635.569;89.8824
SUDESTE;2023-03-09;50972.214;37696.112;73.9542
SUL;2023-03-09;10134.571;7165.335;70.7019
TELES PIRES;2023-03-09;900.655;631.438;70.1088
BELO MONTE;2023-03-10;28.109;25.279;89.9321
IGUACU;2023-03-10;10324.672;10278.591;99.5537
MADEIRA;2023-03-10;313.73;259.929;82.8512
MANAUS-AMAPA;2023-03-10;785.737;630.831;80.2853
NORDESTE;2023-03-10;51691.226;45099.526;87.2479
NORTE;2023-03-10;14488.55;14259.896;98.4218
PARANA;2023-03-10;140595.976;114770.743;81.6316
PARANAPANEMA;2023-03-10;11832.754;10762.606;90.9561
SUDESTE;2023-03-10;50972.214;37820.452;74.1982
SUL;2023-03-10;10134.571;7145.875;70.5099
TELES PIRES;2023-03-10;900.655;626.77;69.5905
BELO MONTE;2023-03-11;28.109;25.279;89.9321
IGUACU;2023-03-11;10324.672;10272.474;99.4944
MADEIRA;2023-03-11;313.73;266.545;84.96
MANAUS-AMAPA;2023-03-11;785.737;632.764;80.5313
NORDESTE;2023-03-11;51691.226;45169.328;87.383
NORTE;2023-03-11;14488.55;14275.022;98.5262
PARANA;2023-03-11;140595.976;115394.332;82.0751
PARANAPANEMA;2023-03-11;11832.754;10905.959;92.1675
SUDESTE;2023-03-11;50972.214;37973.597;74.4986
SUL;2023-03-11;10134.571;7145.102;70.5023
TELES PIRES;2023-03-11;900.655;627.685;69.6921
BELO MONTE;2023-03-12;28.109;25.279;89.9321
IGUACU;2023-03-12;10324.672;10301.172;99.7724
MADEIRA;2023-03-12;313.73;270.466;86.2098
MANAUS-AMAPA;2023-03-12;785.737;634.613;80.7666
NORDESTE;2023-03-12;51691.226;45269.773;87.5773
NORTE;2023-03-12;14488.55;14342.95;98.9951
PARANA;2023-03-12;140595.976;116017.303;82.5182
PARANAPANEMA;2023-03-12;11832.754;10971.217;92.719
SUDESTE;2023-03-12;50972.214;38126.974;74.7995
SUL;2023-03-12;10134.571;7143.849;70.4899
TELES PIRES;2023-03-12;900.655;634.277;70.424
BELO MONTE;2023-03-13;28.109;24.95;88.7616
IGUACU;2023-03-13;10324.672;10291.22;99.676
MADEIRA;2023-03-13;313.73;279.066;88.951
MANAUS-AMAPA;2023-03-13;785.737;636.547;81.0127
NORDESTE;2023-03-13;51691.226;45372.704;87.7764
NORTE;2023-03-13;14488.55;14401.797;99.4012
PARANA;2023-03-13;140595.976;116273.023;82.7001
PARANAPANEMA;2023-03-13;11832.754;10966.589;92.6799
SUDESTE;2023-03-13;50972.214;38284.071;75.1077
SUL;2023-03-13;10134.571;7113.871;70.1941
TELES PIRES;2023-03-13;900.655;637.116;70.7392
BELO MONTE;2023-03-14;28.109;24.95;88.7616
IGUACU;2023-03-14;10324.672;10263.428;99.4068
MADEIRA;2023-03-14;313.73;283.546;90.379
MANAUS-AMAPA;2023-03-14;785.737;638.482;81.259
NORDESTE;2023-03-14;51691.226;45480.434;87.9848
NORTE;2023-03-14;14488.55;14376.719;99.2281
PARANA;2023-03-14;140595.976;116314.74;82.7298
PARANAPANEMA;2023-03-14;11832.754;10934.418;92.4081
SUDESTE;2023-03-14;50972.214;38419.362;75.3731
SUL;2023-03-14;10134.571;7070.202;69.7632
TELES PIRES;2023-03-14;900.655;638.032;70.8409
BELO MONTE;2023-03-15;28.109;25.279;89.9321
IGUACU;2023-03-15;10324.672;10255.478;99.3298
MADEIRA;2023-03-15;313.73;286.426;91.297
MANAUS-AMAPA;2023-03-15;785.737;639.239;81.3553
NORDESTE;2023-03-15;51691.226;45554.181;88.1275
NORTE;2023-03-15;14488.55;14379.687;99.2486
PARANA;2023-03-15;140595.976;116132.023;82.5998
PARANAPANEMA;2023-03-15;11832.754;10887.126;92.0084
SUDESTE;2023-03-15;50972.214;38528.227;75.5867
SUL;2023-03-15;10134.571;7038.637;69.4518
TELES PIRES;2023-03-15;900.655;636.2;70.6375
BELO MONTE;2023-03-16;28.109;25.877;92.0595
IGUACU;2023-03-16;10324.672;10270.786;99.4781
MADEIRA;2023-03-16;313.73;288.892;92.083
MANAUS-AMAPA;2023-03-16;785.737;640.754;81.5482
NORDESTE;2023-03-16;51691.226;45663.711;88.3394
NORTE;2023-03-16;14488.55;14352.636;99.0619
PARANA;2023-03-16;140595.976;116135.883;82.6026
PARANAPANEMA;2023-03-16;11832.754;10864.841;91.8201
SUDESTE;2023-03-16;50972.214;38696.04;75.9159
SUL;2023-03-16;10134.571;7007.853;69.148
TELES PIRES;2023-03-16;900.655;637.116;70.7392
BELO MONTE;2023-03-17;28.109;26.012;92.5398
IGUACU;2023-03-17;10324.672;10235.224;99.1336
MADEIRA;2023-03-17;313.73;286.833;91.4267
MANAUS-AMAPA;2023-03-17;785.737;642.27;81.7411
NORDESTE;2023-03-17;51691.226;45770.414;88.5458
NORTE;2023-03-17;14488.55;14409.72;99.4559
PARANA;2023-03-17;140595.976;116215.077;82.6589
PARANAPANEMA;2023-03-17;11832.754;10860.561;91.7839
SUDESTE;2023-03-17;50972.214;38839.491;76.1974
SUL;2023-03-17;10134.571;6981.84;68.8913
TELES PIRES;2023-03-17;900.655;639.955;71.0544
BELO MONTE;2023-03-18;28.109;25.877;92.0595
IGUACU;2023-03-18;10324.672;10252.728;99.3032
MADEIRA;2023-03-18;313.73;290.686;92.6548
MANAUS-AMAPA;2023-03-18;785.737;643.365;81.8805
NORDESTE;2023-03-18;51691.226;45888.204;88.7737
NORTE;2023-03-18;14488.55;14359.847;99.1117
PARANA;2023-03-18;140595.976;116394.63;82.7866
PARANAPANEMA;2023-03-18;11832.754;10852.362;91.7146
SUDESTE;2023-03-18;50972.214;38920.687;76.3567
SUL;2023-03-18;10134.571;6960.321;68.679
TELES PIRES;2023-03-18;900.655;641.146;71.1866
BELO MONTE;2023-03-19;28.109;25.877;92.0595
IGUACU;2023-03-19;10324.672;10276.532;99.5337
MADEIRA;2023-03-19;313.73;292.827;93.3373
MANAUS-AMAPA;2023-03-19;785.737;644.544;82.0305
NORDESTE;2023-03-19;51691.226;45999.02;88.9881
NORTE;2023-03-19;14488.55;14415.488;99.4957
PARANA;2023-03-19;140595.976;116672.93;82.9845
PARANAPANEMA;2023-03-19;11832.754;10843.674;91.6412
SUDESTE;2023-03-19;50972.214;39041.85;76.5944
SUL;2023-03-19;10134.571;6939.477;68.4733
TELES PIRES;2023-03-19;900.655;659.204;73.1916
BELO MONTE;2023-03-20;28.109;25.677;91.348
IGUACU;2023-03-20;10324.672;10248.339;99.2607
MADEIRA;2023-03-20;313.73;294.784;93.961
MANAUS-AMAPA;2023-03-20;785.737;644.965;82.0841
NORDESTE;2023-03-20;51691.226;46209.378;89.395
NORTE;2023-03-20;14488.55;14418.478;99.5164
PARANA;2023-03-20;140595.976;116498.898;82.8608
PARANAPANEMA;2023-03-20;11832.754;10827.929;91.5081
SUDESTE;2023-03-20;50972.214;39157.514;76.8213
SUL;2023-03-20;10134.571;6914.143;68.2233
TELES PIRES;2023-03-20;900.655;672.508;74.6688
BELO MONTE;2023-03-21;28.109;25.478;90.64
IGUACU;2023-03-21;10324.672;10208.782;98.8775
MADEIRA;2023-03-21;313.73;295.931;94.3267
MANAUS-AMAPA;2023-03-21;785.737;643.028;81.8376
NORDESTE;2023-03-21;51691.226;46418.552;89.7997
NORTE;2023-03-21;14488.55;14421.498;99.5372
PARANA;2023-03-21;140595.976;116446.657;82.8236
PARANAPANEMA;2023-03-21;11832.754;10826.796;91.4985
SUDESTE;2023-03-21;50972.214;39261.916;77.0261
SUL;2023-03-21;10134.571;6884.03;67.9262
TELES PIRES;2023-03-21;900.655;677.374;75.209
BELO MONTE;2023-03-22;28.109;25.61;91.1096
IGUACU;2023-03-22;10324.672;10221.083;98.9967
MADEIRA;2023-03-22;313.73;295.731;94.2629
MANAUS-AMAPA;2023-03-22;785.737;641.091;81.591
NORDESTE;2023-03-22;51691.226;46639.517;90.2271
NORTE;2023-03-22;14488.55;14389.373;99.3155
PARANA;2023-03-22;140595.976;116580.792;82.919
PARANAPANEMA;2023-03-22;11832.754;10830.187;91.5272
SUDESTE;2023-03-22;50972.214;39381.871;77.2614
SUL;2023-03-22;10134.571;6871.759;67.8051
TELES PIRES;2023-03-22;900.655;674.895;74.9338
BELO MONTE;2023-03-23;28.109;25.478;90.64
IGUACU;2023-03-23;10324.672;10206.953;98.8598
MADEIRA;2023-03-23;313.73;296.735;94.5829
MANAUS-AMAPA;2023-03-23;785.737;640.334;81.4947
NORDESTE;2023-03-23;51691.226;46810.365;90.5577
NORTE;2023-03-23;14488.55;14383.188;99.2728
PARANA;2023-03-23;140595.976;116681.107;82.9904
PARANAPANEMA;2023-03-23;11832.754;10840.711;91.6161
SUDESTE;2023-03-23;50972.214;39504.704;77.5024
SUL;2023-03-23;10134.571;6876.734;67.8542
TELES PIRES;2023-03-23;900.655;679.762;75.4742
BELO MONTE;2023-03-24;28.109;25.279;89.9321
IGUACU;2023-03-24;10324.672;10199.696;98.7895
MADEIRA;2023-03-24;313.73;297.595;94.857
MANAUS-AMAPA;2023-03-24;785.737;640.334;81.4947
NORDESTE;2023-03-24;51691.226;46930.347;90.7898
NORTE;2023-03-24;14488.55;14339.03;98.968
PARANA;2023-03-24;140595.976;116674.081;82.9854
PARANAPANEMA;2023-03-24;11832.754;10851.065;91.7036
SUDESTE;2023-03-24;50972.214;39600.525;77.6904
SUL;2023-03-24;10134.571;6871.412;67.8017
TELES PIRES;2023-03-24;900.655;683.343;75.8718
BELO MONTE;2023-03-25;28.109;25.148;89.466
IGUACU;2023-03-25;10324.672;10175.801;98.5581
MADEIRA;2023-03-25;313.73;298.99;95.3017
MANAUS-AMAPA;2023-03-25;785.737;642.27;81.7411
NORDESTE;2023-03-25;51691.226;47007.245;90.9385
NORTE;2023-03-25;14488.55;14319.458;98.8329
PARANA;2023-03-25;140595.976;116836.683;83.101
PARANAPANEMA;2023-03-25;11832.754;10859.389;91.774
SUDESTE;2023-03-25;50972.214;39684.412;77.855
SUL;2023-03-25;10134.571;6870.256;67.7903
TELES PIRES;2023-03-25;900.655;687.018;76.2798
BELO MONTE;2023-03-26;28.109;25.215;89.7044
IGUACU;2023-03-26;10324.672;10186.799;98.6646
MADEIRA;2023-03-26;313.73;301.485;96.097
MANAUS-AMAPA;2023-03-26;785.737;646.061;82.2236
NORDESTE;2023-03-26;51691.226;47086.312;91.0915
NORTE;2023-03-26;14488.55;14312.554;98.7853
PARANA;2023-03-26;140595.976;117153.687;83.3265
PARANAPANEMA;2023-03-26;11832.754;10866.83;91.8369
SUDESTE;2023-03-26;50972.214;39759.175;78.0017
SUL;2023-03-26;10134.571;6907.058;68.1534
TELES PIRES;2023-03-26;900.655;693.083;76.9532
BELO MONTE;2023-03-27;28.109;25.215;89.7044
IGUACU;2023-03-27;10324.672;10157.9;98.3847
MADEIRA;2023-03-27;313.73;300.186;95.6829
MANAUS-AMAPA;2023-03-27;785.737;646.061;82.2236
NORDESTE;2023-03-27;51691.226;47128.685;91.1735
NORTE;2023-03-27;14488.55;14276.604;98.5371
PARANA;2023-03-27;140595.976;117212.639;83.3684
PARANAPANEMA;2023-03-27;11832.754;10868.593;91.8518
SUDESTE;2023-03-27;50972.214;39821.847;78.1246
SUL;2023-03-27;10134.571;6919.766;68.2788
TELES PIRES;2023-03-27;900.655;691.888;76.8205
BELO MONTE;2023-03-28;28.109;25.215;89.7044
IGUACU;2023-03-28;10324.672;10138.025;98.1922
MADEIRA;2023-03-28;313.73;300.09;95.6523
MANAUS-AMAPA;2023-03-28;785.737;648.0;82.4703
NORDESTE;2023-03-28;51691.226;47132.346;91.1806
NORTE;2023-03-28;14488.55;14276.64;98.5374
PARANA;2023-03-28;140595.976;117391.559;83.4957
PARANAPANEMA;2023-03-28;11832.754;10874.898;91.905
SUDESTE;2023-03-28;50972.214;39865.63;78.2105
SUL;2023-03-28;10134.571;6911.209;68.1944
TELES PIRES;2023-03-28;900.655;687.018;76.2798
BELO MONTE;2023-03-29;28.109;25.61;91.1096
IGUACU;2023-03-29;10324.672;10080.787;97.6378
MADEIRA;2023-03-29;313.73;300.808;95.8812
MANAUS-AMAPA;2023-03-29;785.737;649.939;82.7171
NORDESTE;2023-03-29;51691.226;47137.592;91.1907
NORTE;2023-03-29;14488.55;14257.486;98.4052
PARANA;2023-03-29;140595.976;117577.402;83.6279
PARANAPANEMA;2023-03-29;11832.754;10889.959;92.0323
SUDESTE;2023-03-29;50972.214;39933.385;78.3434
SUL;2023-03-29;10134.571;6908.822;68.1708
TELES PIRES;2023-03-29;900.655;677.374;75.209
BELO MONTE;2023-03-30;28.109;25.809;91.8176
IGUACU;2023-03-30;10324.672;10053.175;97.3704
MADEIRA;2023-03-30;313.73;300.438;95.7632
MANAUS-AMAPA;2023-03-30;785.737;653.567;83.1788
NORDESTE;2023-03-30;51691.226;47141.227;91.1977
NORTE;2023-03-30;14488.55;14260.523;98.4262
PARANA;2023-03-30;140595.976;117925.845;83.8757
PARANAPANEMA;2023-03-30;11832.754;10887.31;92.0099
SUDESTE;2023-03-30;50972.214;40010.722;78.4952
SUL;2023-03-30;10134.571;6925.14;68.3319
TELES PIRES;2023-03-30;900.655;667.644;74.1287
BELO MONTE;2023-03-31;28.109;25.478;90.64
IGUACU;2023-03-31;10324.672;10028.979;97.1361
MADEIRA;2023-03-31;313.73;300.596;95.8136
MANAUS-AMAPA;2023-03-31;785.737;654.749;83.3293
NORDESTE;2023-03-31;51691.226;47147.157;91.2092
