id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
S;Sul;2012-02-29;10993.15908333
SE;Sudeste/Centro-Oeste;2012-02-29;37839.21125000
N;Norte;2012-03-31;4149.51076613
NE;Nordeste;2012-03-31;8915.61448387
S;Sul;2012-03-31;10638.10927285
SE;Sudeste/Centro-Oeste;2012-03-31;38365.98607527
N;Norte;2012-04-30;4189.55298611
NE;Nordeste;2012-04-30;8871.77394722
S;Sul;2012-04-30;9725.50179722
SE;Sudeste/Centro-Oeste;2012-04-30;36567.22059722
N;Norte;2012-05-31;4116.46587366
NE;Nordeste;2012-05-31;8755.93082392
S;Sul;2012-05-31;9698.74051478
SE;Sudeste/Centro-Oeste;2012-05-31;34276.55668683
N;Norte;2012-06-30;3933.95145833
NE;Nordeste;2012-06-30;8484.00214167
S;Sul;2012-06-30;9369.22718194
SE;Sudeste/Centro-Oeste;2012-06-30;32414.08587052
N;Norte;2012-07-31;3927.90865591
NE;Nordeste;2012-07-31;8404.70844758
S;Sul;2012-07-31;9376.48123522
SE;Sudeste/Centro-Oeste;2012-07-31;32553.34521909
N;Norte;2012-08-31;4044.91229839
NE;Nordeste;2012-08-31;8473.09150941
S;Sul;2012-08-31;9717.93427871
SE;Sudeste/Centro-Oeste;2012-08-31;34936.40371385
N;Norte;2012-09-30;4130.99436111
NE;Nordeste;2012-09-30;8745.60181111
S;Sul;2012-09-30;9439.25433889
SE;Sudeste/Centro-Oeste;2012-09-30;35552.69857083
N;Norte;2012-10-31;4100.41883065
NE;Nordeste;2012-10-31;8767.56631989
S;Sul;2012-10-31;9693.47778476
SE;Sudeste/Centro-Oeste;2012-10-31;36893.14645161
N;Norte;2012-11-30;4041.70504194
NE;Nordeste;2012-11-30;9018.90546389
S;Sul;2012-11-30;10308.61205447
SE;Sudeste/Centro-Oeste;2012-11-30;34769.84773228
N;Norte;2012-12-31;3932.70201613
NE;Nordeste;2012-12-31;9151.66810484
S;Sul;2012-12-31;10275.05819892
SE;Sudeste/Centro-Oeste;2012-12-31;36967.36060618
N;Norte;2013-01-31;3955.97118280
NE;Nordeste;2013-01-31;9196.48695430
S;Sul;2013-01-31;10510.62418414
SE;Sudeste/Centro-Oeste;2013-01-31;34541.18621505
N;Norte;2013-02-28;4068.56337798
NE;Nordeste;2013-02-28;9328.82497321
S;Sul;2013-02-28;10968.34073810
SE;Sudeste/Centro-Oeste;2013-02-28;36722.83897024
N;Norte;2013-03-31;4218.48845430
NE;Nordeste;2013-03-31;9582.05433065
S;Sul;2013-03-31;10169.06133468
SE;Sudeste/Centro-Oeste;2013-03-31;36142.04691263
N;Norte;2013-04-30;4244.86418056
NE;Nordeste;2013-04-30;9621.26077222
S;Sul;2013-04-30;10166.19104167
SE;Sudeste/Centro-Oeste;2013-04-30;34516.55725694
N;Norte;2013-05-31;4215.80871505
NE;Nordeste;2013-05-31;9129.65757527
S;Sul;2013-05-31;9773.15405739
SE;Sudeste/Centro-Oeste;2013-05-31;33046.06220824
N;Norte;2013-06-30;4017.34550417
NE;Nordeste;2013-06-30;8996.60202500
S;Sul;2013-06-30;9846.38758056
SE;Sudeste/Centro-Oeste;2013-06-30;32968.85205833
N;Norte;2013-07-31;4637.34905242
NE;Nordeste;2013-07-31;8926.60859140
S;Sul;2013-07-31;10152.85616532
SE;Sudeste/Centro-Oeste;2013-07-31;32923.75264247
N;Norte;2013-08-31;5179.05740995
NE;Nordeste;2013-08-31;8988.83741264
S;Sul;2013-08-31;10035.21934599
SE;Sudeste/Centro-Oeste;2013-08-31;33976.00987097
N;Norte;2013-09-30;5188.62488750
NE;Nordeste;2013-09-30;9218.26816111
S;Sul;2013-09-30;9869.15586208
SE;Sudeste/Centro-Oeste;2013-09-30;34810.17668611
N;Norte;2013-10-31;5141.03685088
NE;Nordeste;2013-10-31;9520.42732824
S;Sul;2013-10-31;10160.38729086
SE;Sudeste/Centro-Oeste;2013-10-31;35425.06919043
N;Norte;2013-11-30;5038.76888750
NE;Nordeste;2013-11-30;9498.02777500
S;Sul;2013-11-30;10514.17504722
SE;Sudeste/Centro-Oeste;2013-11-30;35403.97094722
N;Norte;2013-12-31;5008.70937903
NE;Nordeste;2013-12-31;9239.28120699
S;Sul;2013-12-31;10529.36194220
SE;Sudeste/Centro-Oeste;2013-12-31;34184.31735927
N;Norte;2014-01-31;5182.91196237
NE;Nordeste;2014-01-31;9707.13936787
S;Sul;2014-01-31;11774.17497360
SE;Sudeste/Centro-Oeste;2014-01-31;38757.89163978
N;Norte;2014-02-28;5198.20108185
NE;Nordeste;2014-02-28;9781.72869702
S;Sul;2014-02-28;12385.01233864
SE;Sudeste/Centro-Oeste;2014-02-28;39920.02716567
N;Norte;2014-03-31;5190.21698118
NE;Nordeste;2014-03-31;9712.33185317
S;Sul;2014-03-31;10870.85726002
SE;Sudeste/Centro-Oeste;2014-03-31;37553.26580613
N;Norte;2014-04-30;5224.97531667
NE;Nordeste;2014-04-30;9773.34709463
S;Sul;2014-04-30;10398.65003180
SE;Sudeste/Centro-Oeste;2014-04-30;35498.94178472
N;Norte;2014-05-31;5127.94178969
NE;Nordeste;2014-05-31;9526.02545801
S;Sul;2014-05-31;10019.66259062
SE;Sudeste/Centro-Oeste;2014-05-31;35309.27107902
N;Norte;2014-06-30;4984.79835648
NE;Nordeste;2014-06-30;9141.54232541
S;Sul;2014-06-30;9923.48875322
SE;Sudeste/Centro-Oeste;2014-06-30;34137.53615506
N;Norte;2014-07-31;4995.02924731
NE;Nordeste;2014-07-31;9207.39841805
S;Sul;2014-07-31;10128.57609162
SE;Sudeste/Centro-Oeste;2014-07-31;34146.18142204
N;Norte;2014-08-31;5116.61107527
NE;Nordeste;2014-08-31;9235.90388083
S;Sul;2014-08-31;9943.65672640
SE;Sudeste/Centro-Oeste;2014-08-31;34537.10420949
N;Norte;2014-09-30;5294.30950556
NE;Nordeste;2014-09-30;9590.70241456
S;Sul;2014-09-30;9959.56861450
SE;Sudeste/Centro-Oeste;2014-09-30;36130.76883889
N;Norte;2014-10-31;5120.88018747
NE;Nordeste;2014-10-31;9714.66655269
S;Sul;2014-10-31;10477.51621085
SE;Sudeste/Centro-Oeste;2014-10-31;37061.64031370
N;Norte;2014-11-30;5151.16565166
NE;Nordeste;2014-11-30;9826.49644666
S;Sul;2014-11-30;10751.63375760
SE;Sudeste/Centro-Oeste;2014-11-30;36280.76299583
N;Norte;2014-12-31;5068.56169892
NE;Nordeste;2014-12-31;9665.71561326
S;Sul;2014-12-31;10716.19705635
SE;Sudeste/Centro-Oeste;2014-12-31;36171.19092031
N;Norte;2015-01-31;5126.13689718
NE;Nordeste;2015-01-31;10637.71488247
S;Sul;2015-01-31;12267.69738840
SE;Sudeste/Centro-Oeste;2015-01-31;41386.73862457
N;Norte;2015-02-28;5141.59795910
NE;Nordeste;2015-02-28;10458.90612613
S;Sul;2015-02-28;12251.22895699
SE;Sudeste/Centro-Oeste;2015-02-28;40056.05793555
N;Norte;2015-03-31;5255.25685008
NE;Nordeste;2015-03-31;10435.03685707
S;Sul;2015-03-31;11975.34891099
SE;Sudeste/Centro-Oeste;2015-03-31;39364.21499494
N;Norte;2015-04-30;5304.74859131
NE;Nordeste;2015-04-30;10379.74083578
S;Sul;2015-04-30;10837.67671110
SE;Sudeste/Centro-Oeste;2015-04-30;38008.00657551
N;Norte;2015-05-31;5308.09638865
NE;Nordeste;2015-05-31;10191.62791572
S;Sul;2015-05-31;10334.29842881
SE;Sudeste/Centro-Oeste;2015-05-31;36216.22456983
N;Norte;2015-06-30;5241.16287881
NE;Nordeste;2015-06-30;9841.14132362
S;Sul;2015-06-30;10458.29136447
SE;Sudeste/Centro-Oeste;2015-06-30;35762.25387528
N;Norte;2015-07-31;5152.28520828
NE;Nordeste;2015-07-31;9534.70801696
S;Sul;2015-07-31;10584.62776292
SE;Sudeste/Centro-Oeste;2015-07-31;35804.65631060
N;Norte;2015-08-31;5438.16654876
NE;Nordeste;2015-08-31;9719.12435681
S;Sul;2015-08-31;10387.84749837
SE;Sudeste/Centro-Oeste;2015-08-31;36645.69384380
N;Norte;2015-09-30;5656.10229164
NE;Nordeste;2015-09-30;10124.85145988
S;Sul;2015-09-30;10364.87533834
SE;Sudeste/Centro-Oeste;2015-09-30;37944.84847428
N;Norte;2015-10-31;5650.92601128
NE;Nordeste;2015-10-31;10466.36194858
S;Sul;2015-10-31;10613.18090002
SE;Sudeste/Centro-Oeste;2015-10-31;39159.22561865
N;Norte;2015-11-30;5589.07801989
NE;Nordeste;2015-11-30;10716.28388925
S;Sul;2015-11-30;10603.31670426
SE;Sudeste/Centro-Oeste;2015-11-30;38433.06889509
N;Norte;2015-12-31;5481.39574730
NE;Nordeste;2015-12-31;10646.66406083
S;Sul;2015-12-31;10648.42153938
SE;Sudeste/Centro-Oeste;2015-12-31;38110.38337257
N;Norte;2016-01-31;5315.47240669
NE;Nordeste;2016-01-31;9945.23127329
S;Sul;2016-01-31;11564.15558207
SE;Sudeste/Centro-Oeste;2016-01-31;37362.51974635
N;Norte;2016-02-29;5392.34005044
NE;Nordeste;2016-02-29;10356.89409178
S;Sul;2016-02-29;12172.24537909
SE;Sudeste/Centro-Oeste;2016-02-29;40324.15728662
N;Norte;2016-03-31;5385.63366377
NE;Nordeste;2016-03-31;10786.91296969
S;Sul;2016-03-31;11327.14839086
SE;Sudeste/Centro-Oeste;2016-03-31;39743.02162886
N;Norte;2016-04-30;5559.55734211
NE;Nordeste;2016-04-30;10477.06660077
S;Sul;2016-04-30;11620.99174100
SE;Sudeste/Centro-Oeste;2016-04-30;40562.77142848
N;Norte;2016-05-31;5431.83196845
NE;Nordeste;2016-05-31;10441.16707973
S;Sul;2016-05-31;10379.28916168
SE;Sudeste/Centro-Oeste;2016-05-31;36489.89741983
N;Norte;2016-06-30;5284.69578476
NE;Nordeste;2016-06-30;10177.26505084
S;Sul;2016-06-30;10932.85207546
SE;Sudeste/Centro-Oeste;2016-06-30;35668.35619135
N;Norte;2016-07-31;5314.21862592
NE;Nordeste;2016-07-31;9970.53951829
S;Sul;2016-07-31;10382.89980686
SE;Sudeste/Centro-Oeste;2016-07-31;35943.32567674
N;Norte;2016-08-31;5586.19187504
NE;Nordeste;2016-08-31;10152.19276738
S;Sul;2016-08-31;10490.78713852
SE;Sudeste/Centro-Oeste;2016-08-31;36964.01090710
N;Norte;2016-09-30;5575.35379734
NE;Nordeste;2016-09-30;10401.64210134
S;Sul;2016-09-30;10259.93031416
SE;Sudeste/Centro-Oeste;2016-09-30;37414.56968864
N;Norte;2016-10-31;5598.98797114
NE;Nordeste;2016-10-31;10668.20623825
S;Sul;2016-10-31;10441.97844466
SE;Sudeste/Centro-Oeste;2016-10-31;37703.12219417
N;Norte;2016-11-30;5715.75514192
NE;Nordeste;2016-11-30;10855.06552476
S;Sul;2016-11-30;10943.08745199
SE;Sudeste/Centro-Oeste;2016-11-30;37402.36663730
N;Norte;2016-12-31;5370.98538480
NE;Nordeste;2016-12-31;10816.49206000
S;Sul;2016-12-31;11326.98808939
SE;Sudeste/Centro-Oeste;2016-12-31;37599.09948698
N;Norte;2017-01-31;5212.61370411
NE;Nordeste;2017-01-31;10968.86657843
S;Sul;2017-01-31;12062.20301062
SE;Sudeste/Centro-Oeste;2017-01-31;39881.95558528
N;Norte;2017-02-28;5343.31049833
NE;Nordeste;2017-02-28;10810.38352877
S;Sul;2017-02-28;12765.91236313
SE;Sudeste/Centro-Oeste;2017-02-28;40979.00954457
N;Norte;2017-03-31;5575.46869870
NE;Nordeste;2017-03-31;10951.12405530
S;Sul;2017-03-31;12005.22367817
SE;Sudeste/Centro-Oeste;2017-03-31;40491.73526879
N;Norte;2017-04-30;5472.56607833
NE;Nordeste;2017-04-30;10601.27449271
S;Sul;2017-04-30;10769.95071550
SE;Sudeste/Centro-Oeste;2017-04-30;37739.54223203
N;Norte;2017-05-31;5766.27376190
NE;Nordeste;2017-05-31;10520.38422211
S;Sul;2017-05-31;10746.53746778
SE;Sudeste/Centro-Oeste;2017-05-31;36876.01916795
N;Norte;2017-06-30;5619.41762266
NE;Nordeste;2017-06-30;10146.72883523
S;Sul;2017-06-30;10715.27361753
SE;Sudeste/Centro-Oeste;2017-06-30;36520.63177270
N;Norte;2017-07-31;5432.09541613
NE;Nordeste;2017-07-31;9692.23440140
S;Sul;2017-07-31;10696.09696171
SE;Sudeste/Centro-Oeste;2017-07-31;35370.76262767
N;Norte;2017-08-31;5702.89887820
NE;Nordeste;2017-08-31;10148.74597093
S;Sul;2017-08-31;10857.01154868
SE;Sudeste/Centro-Oeste;2017-08-31;36550.30481480
N;Norte;2017-09-30;5751.96750394
NE;Nordeste;2017-09-30;10246.21665935
S;Sul;2017-09-30;11030.55000864
SE;Sudeste/Centro-Oeste;2017-09-30;38238.89952789
N;Norte;2017-10-31;5736.05587634
NE;Nordeste;2017-10-31;10821.63621735
S;Sul;2017-10-31;10885.17787710
SE;Sudeste/Centro-Oeste;2017-10-31;38998.04769593
N;Norte;2017-11-30;5691.14023513
NE;Nordeste;2017-11-30;10930.41680003
S;Sul;2017-11-30;11183.47686738
SE;Sudeste/Centro-Oeste;2017-11-30;38197.45917790
N;Norte;2017-12-31;5501.67747458
NE;Nordeste;2017-12-31;11011.92398998
S;Sul;2017-12-31;11710.68519122
SE;Sudeste/Centro-Oeste;2017-12-31;38397.27108788
N;Norte;2018-01-31;5336.87082743
NE;Nordeste;2018-01-31;11029.74475436
S;Sul;2018-01-31;12097.61813011
SE;Sudeste/Centro-Oeste;2018-01-31;40095.31797891
N;Norte;2018-02-28;5453.03163811
NE;Nordeste;2018-02-28;10713.33030337
S;Sul;2018-02-28;12342.29268999
SE;Sudeste/Centro-Oeste;2018-02-28;39962.42140956
N;Norte;2018-03-31;5627.95043898
NE;Nordeste;2018-03-31;10916.43786464
S;Sul;2018-03-31;12226.90925424
SE;Sudeste/Centro-Oeste;2018-03-31;41890.33942688
N;Norte;2018-04-30;5392.51567582
NE;Nordeste;2018-04-30;10634.61425310
S;Sul;2018-04-30;11857.45728094
SE;Sudeste/Centro-Oeste;2018-04-30;39591.23924720
N;Norte;2018-05-31;5279.24522144
NE;Nordeste;2018-05-31;10491.56840942
S;Sul;2018-05-31;10734.50454165
SE;Sudeste/Centro-Oeste;2018-05-31;37337.95429235
N;Norte;2018-06-30;5298.88943701
NE;Nordeste;2018-06-30;10255.99937566
S;Sul;2018-06-30;10948.15893578
SE;Sudeste/Centro-Oeste;2018-06-30;37073.73611606
N;Norte;2018-07-31;5180.26600520
NE;Nordeste;2018-07-31;10290.72282339
S;Sul;2018-07-31;11043.66538533
SE;Sudeste/Centro-Oeste;2018-07-31;37060.46033685
N;Norte;2018-08-31;5358.89984638
NE;Nordeste;2018-08-31;10669.10228360
S;Sul;2018-08-31;11029.07562282
SE;Sudeste/Centro-Oeste;2018-08-31;37393.42799531
N;Norte;2018-09-30;5469.90510239
NE;Nordeste;2018-09-30;10836.30805058
S;Sul;2018-09-30;10809.90163354
SE;Sudeste/Centro-Oeste;2018-09-30;38124.45022688
N;Norte;2018-10-31;5507.68626440
NE;Nordeste;2018-10-31;11372.64023612
S;Sul;2018-10-31;11249.05774633
SE;Sudeste/Centro-Oeste;2018-10-31;39316.56825131
N;Norte;2018-11-30;5404.22011353
NE;Nordeste;2018-11-30;11448.69349951
S;Sul;2018-11-30;11734.10518743
SE;Sudeste/Centro-Oeste;2018-11-30;39103.29447088
N;Norte;2018-12-31;5222.72253583
NE;Nordeste;2018-12-31;10972.34163186
S;Sul;2018-12-31;11819.06372942
SE;Sudeste/Centro-Oeste;2018-12-31;39815.59022126
N;Norte;2019-01-31;5375.04362533
NE;Nordeste;2019-01-31;11337.00880106
S;Sul;2019-01-31;13182.91381002
SE;Sudeste/Centro-Oeste;2019-01-31;43247.21707816
N;Norte;2019-02-28;5582.22473931
NE;Nordeste;2019-02-28;11546.34557671
S;Sul;2019-02-28;12758.39945170
SE;Sudeste/Centro-Oeste;2019-02-28;42050.71753999
N;Norte;2019-03-31;5512.72133859
NE;Nordeste;2019-03-31;11118.87566511
S;Sul;2019-03-31;11969.59307688
SE;Sudeste/Centro-Oeste;2019-03-31;40575.48847922
N;Norte;2019-04-30;5460.65781865
NE;Nordeste;2019-04-30;11123.72156056
S;Sul;2019-04-30;11699.00925182
SE;Sudeste/Centro-Oeste;2019-04-30;40439.05428076
N;Norte;2019-05-31;5608.13022581
NE;Nordeste;2019-05-31;11092.05545673
S;Sul;2019-05-31;11198.56997246
SE;Sudeste/Centro-Oeste;2019-05-31;39077.84376043
N;Norte;2019-06-30;5517.75934638
NE;Nordeste;2019-06-30;10265.16749353
S;Sul;2019-06-30;10758.89227141
SE;Sudeste/Centro-Oeste;2019-06-30;37203.97337117
N;Norte;2019-07-31;5437.11849263
NE;Nordeste;2019-07-31;10168.29849126
S;Sul;2019-07-31;10996.78583576
SE;Sudeste/Centro-Oeste;2019-07-31;36486.91061681
N;Norte;2019-08-31;5613.47966873
NE;Nordeste;2019-08-31;10302.60724699
S;Sul;2019-08-31;10995.83198102
SE;Sudeste/Centro-Oeste;2019-08-31;37097.10237597
N;Norte;2019-09-30;5743.99527699
NE;Nordeste;2019-09-30;10692.25468256
S;Sul;2019-09-30;10935.64577515
SE;Sudeste/Centro-Oeste;2019-09-30;39420.26424121
N;Norte;2019-10-31;5658.74770908
NE;Nordeste;2019-10-31;11410.17560320
S;Sul;2019-10-31;11700.11873955
SE;Sudeste/Centro-Oeste;2019-10-31;40730.10601884
N;Norte;2019-11-30;5757.21290583
NE;Nordeste;2019-11-30;11746.90001269
S;Sul;2019-11-30;11986.92161905
SE;Sudeste/Centro-Oeste;2019-11-30;39652.84128525
N;Norte;2019-12-31;5620.33062333
NE;Nordeste;2019-12-31;11758.13655127
S;Sul;2019-12-31;11969.79557781
SE;Sudeste/Centro-Oeste;2019-12-31;38742.72578577
N;Norte;2020-01-31;5485.79653425
NE;Nordeste;2020-01-31;11440.41525382
S;Sul;2020-01-31;12927.19114648
SE;Sudeste/Centro-Oeste;2020-01-31;40803.10598225
N;Norte;2020-02-29;5607.79350670
NE;Nordeste;2020-02-29;11432.70935308
S;Sul;2020-02-29;13105.58130897
SE;Sudeste/Centro-Oeste;2020-02-29;41094.84767078
N;Norte;2020-03-31;5447.20255194
NE;Nordeste;2020-03-31;10914.00574822
S;Sul;2020-03-31;12490.29299081
SE;Sudeste/Centro-Oeste;2020-03-31;39830.76358284
N;Norte;2020-04-30;5013.01006324
NE;Nordeste;2020-04-30;9916.26711388
S;Sul;2020-04-30;10406.56944815
SE;Sudeste/Centro-Oeste;2020-04-30;35355.94843476
N;Norte;2020-05-31;5214.11824356
NE;Nordeste;2020-05-31;9826.10247308
S;Sul;2020-05-31;10335.56435381
SE;Sudeste/Centro-Oeste;2020-05-31;34600.66665095
N;Norte;2020-06-30;5384.05986665
NE;Nordeste;2020-06-30;9848.55613176
S;Sul;2020-06-30;10702.95550338
SE;Sudeste/Centro-Oeste;2020-06-30;35768.34591166
N;Norte;2020-07-31;5470.25253236
NE;Nordeste;2020-07-31;10055.98044110
S;Sul;2020-07-31;11102.43237085
SE;Sudeste/Centro-Oeste;2020-07-31;36673.94183045
N;Norte;2020-08-31;5836.51352563
NE;Nordeste;2020-08-31;10324.10261751
S;Sul;2020-08-31;11013.34491756
SE;Sudeste/Centro-Oeste;2020-08-31;37439.58741803
N;Norte;2020-09-30;6002.61819716
NE;Nordeste;2020-09-30;11010.96243984
S;Sul;2020-09-30;11477.21285001
SE;Sudeste/Centro-Oeste;2020-09-30;40811.54222384
N;Norte;2020-10-31;6046.01247442
NE;Nordeste;2020-10-31;11798.72998834
S;Sul;2020-10-31;11869.07931508
SE;Sudeste/Centro-Oeste;2020-10-31;41493.98725210
N;Norte;2020-11-30;5851.16604104
NE;Nordeste;2020-11-30;11633.66231848
S;Sul;2020-11-30;12186.14679119
SE;Sudeste/Centro-Oeste;2020-11-30;40061.31156811
N;Norte;2020-12-31;5874.18029483
NE;Nordeste;2020-12-31;12019.96471992
S;Sul;2020-12-31;12383.54737848
SE;Sudeste/Centro-Oeste;2020-12-31;40770.94122716
N;Norte;2021-01-31;5594.98954905
NE;Nordeste;2021-01-31;11762.04623622
S;Sul;2021-01-31;12883.65746479
SE;Sudeste/Centro-Oeste;2021-01-31;42107.40413546
N;Norte;2021-02-28;5727.79391674
NE;Nordeste;2021-02-28;11720.84242066
S;Sul;2021-02-28;13184.84045278
SE;Sudeste/Centro-Oeste;2021-02-28;42336.83820741
N;Norte;2021-03-31;5837.81543351
NE;Nordeste;2021-03-31;11403.63609465
S;Sul;2021-03-31;13011.97380852
SE;Sudeste/Centro-Oeste;2021-03-31;42491.49593848
N;Norte;2021-04-30;6036.01165445
NE;Nordeste;2021-04-30;11189.11282161
S;Sul;2021-04-30;11966.51950576
SE;Sudeste/Centro-Oeste;2021-04-30;39701.23557651
N;Norte;2021-05-31;6029.75136638
NE;Nordeste;2021-05-31;10908.58765385
S;Sul;2021-05-31;11543.72718121
SE;Sudeste/Centro-Oeste;2021-05-31;39123.40667618
N;Norte;2021-06-30;5949.43393261
NE;Nordeste;2021-06-30;10925.03127324
S;Sul;2021-06-30;11633.92882648
SE;Sudeste/Centro-Oeste;2021-06-30;38224.78030914
N;Norte;2021-07-31;5939.34156286
NE;Nordeste;2021-07-31;10933.76700896
S;Sul;2021-07-31;11523.98392216
SE;Sudeste/Centro-Oeste;2021-07-31;37048.45434621
N;Norte;2021-08-31;6290.04477687
NE;Nordeste;2021-08-31;11133.06047904
S;Sul;2021-08-31;11656.64793672
SE;Sudeste/Centro-Oeste;2021-08-31;38572.31631535
N;Norte;2021-09-30;6344.32157878
NE;Nordeste;2021-09-30;11862.40292851
S;Sul;2021-09-30;11698.07747261
SE;Sudeste/Centro-Oeste;2021-09-30;40777.36249017
N;Norte;2021-10-31;6248.42349675
NE;Nordeste;2021-10-31;12074.43288399
S;Sul;2021-10-31;11451.67231464
SE;Sudeste/Centro-Oeste;2021-10-31;38994.29389129
N;Norte;2021-11-30;6170.20887737
NE;Nordeste;2021-11-30;11924.70957171
S;Sul;2021-11-30;12285.79224956
SE;Sudeste/Centro-Oeste;2021-11-30;39935.98205697
N;Norte;2021-12-31;6015.49525945
NE;Nordeste;2021-12-31;11685.01626877
S;Sul;2021-12-31;12617.71477663
SE;Sudeste/Centro-Oeste;2021-12-31;40155.93076668
N;Norte;2022-01-31;5804.53587667
NE;Nordeste;2022-01-31;11570.96282937
S;Sul;2022-01-31;14249.81052428
SE;Sudeste/Centro-Oeste;2022-01-31;42432.80837143
N;Norte;2022-02-28;5975.20007006
NE;Nordeste;2022-02-28;12184.52536000
S;Sul;2022-02-28;14254.50098149
SE;Sudeste/Centro-Oeste;2022-02-28;43925.85568296
N;Norte;2022-03-31;5824.42675267
NE;Nordeste;2022-03-31;11948.60367328
S;Sul;2022-03-31;13615.75700668
SE;Sudeste/Centro-Oeste;2022-03-31;45744.93824724
N;Norte;2022-04-30;5989.92736034
NE;Nordeste;2022-04-30;11838.08749737
S;Sul;2022-04-30;12075.75777097
SE;Sudeste/Centro-Oeste;2022-04-30;42805.19197706
N;Norte;2022-05-31;6163.52436244
NE;Nordeste;2022-05-31;11483.52467984
S;Sul;2022-05-31;11999.80735987
SE;Sudeste/Centro-Oeste;2022-05-31;39994.26298232
N;Norte;2022-06-30;6224.92981847
NE;Nordeste;2022-06-30;10971.13760774
S;Sul;2022-06-30;12297.76020846
SE;Sudeste/Centro-Oeste;2022-06-30;38979.87762222
N;Norte;2022-07-31;6452.26968863
NE;Nordeste;2022-07-31;11161.83601271
S;Sul;2022-07-31;12078.05627619
SE;Sudeste/Centro-Oeste;2022-07-31;39572.70938523
N;Norte;2022-08-31;6785.43538270
NE;Nordeste;2022-08-31;11599.33588972
S;Sul;2022-08-31;12192.14773495
SE;Sudeste/Centro-Oeste;2022-08-31;39945.48792854
N;Norte;2022-09-30;6967.63223879
NE;Nordeste;2022-09-30;11859.70014051
S;Sul;2022-09-30;11960.87670141
SE;Sudeste/Centro-Oeste;2022-09-30;40305.38508969
N;Norte;2022-10-31;6965.10918058
NE;Nordeste;2022-10-31;12327.98971943
S;Sul;2022-10-31;12052.30079594
SE;Sudeste/Centro-Oeste;2022-10-31;41584.55831447
N;Norte;2022-11-30;6705.00900883
NE;Nordeste;2022-11-30;12013.17023381
S;Sul;2022-11-30;12559.16391957
SE;Sudeste/Centro-Oeste;2022-11-30;40617.28056177
N;Norte;2022-12-31;6450.29306490
NE;Nordeste;2022-12-31;11896.59199223
S;Sul;2022-12-31;13376.04572294
SE;Sudeste/Centro-Oeste;2022-12-31;40559.05436053
N;Norte;2023-01-31;6503.52508999
NE;Nordeste;2023-01-31;12141.82872118
S;Sul;2023-01-31;13928.87654784
SE;Sudeste/Centro-Oeste;2023-01-31;42038.61107456
N;Norte;2023-02-28;6665.00672229
NE;Nordeste;2023-02-28;12560.63392292
S;Sul;2023-02-28;14228.24292840
SE;Sudeste/Centro-Oeste;2023-02-28;44841.82640602
N;Norte;2023-03-31;6899.41795841
NE;Nordeste;2023-03-31;12406.69812486
S;Sul;2023-03-31;14591.21099822
SE;Sudeste/Centro-Oeste;2023-03-31;45492.75200519
N;Norte;2023-04-30;7041.04513060
NE;Nordeste;2023-04-30;12191.88534333
S;Sul;2023-04-30;12593.24239618
SE;Sudeste/Centro-Oeste;2023-04-30;42154.89798364
N;Norte;2023-05-31;7200.06982288
NE;Nordeste;2023-05-31;12314.34724319
S;Sul;2023-05-31;12258.50772330
SE;Sudeste/Centro-Oeste;2023-05-31;41222.60243003
N;Norte;2023-06-30;7101.52807200
NE;Nordeste;2023-06-30;11933.92989580
S;Sul;2023-06-30;12194.50465313
SE;Sudeste/Centro-Oeste;2023-06-30;40103.66677483
N;Norte;2023-07-31;7162.62767780
NE;Nordeste;2023-07-31;11590.39461135
S;Sul;2023-07-31;12073.00996319
SE;Sudeste/Centro-Oeste;2023-07-31;39466.28233410
N;Norte;2023-08-31;7509.66288773
NE;Nordeste;2023-08-31;11813.45253672
S;Sul;2023-08-31;12282.54214054
SE;Sudeste/Centro-Oeste;2023-08-31;41382.60069173
N;Norte;2023-09-30;7689.83988627
NE;Nordeste;2023-09-30;12626.73470467
S;Sul;2023-09-30;12632.65563994
SE;Sudeste/Centro-Oeste;2023-09-30;44157.59481838
N;Norte;2023-10-31;7685.87382126
NE;Nordeste;2023-10-31;13268.12828520
S;Sul;2023-10-31;12741.65770967
SE;Sudeste/Centro-Oeste;2023-10-31;44577.99213844
